raw_name;cleaned_name
Technische Universität München (TUM) - TUM School of Management;technischeuniversittmnchentumtumschoolofmanagement
Abu Dhabi University - Department of Accounting;abudhabiuniversitydepartmentofaccounting
University of Toronto;universityoftoronto
victoriauniversity of Wellington - Te Herenga Waka;victoriauniversityofwellingtonteherengawaka
University of Bonn;universityofbonn
Anderson Graduate School of Management, UCLA;andersongraduateschoolofmanagementucla
Universidade de Brasilia;universidadedebrasilia
HSBC Global Asset Management;hsbcglobalassetmanagement
University of Stuttgart;universityofstuttgart
Université Paris Nanterre;universitparisnanterre
University of Addis Ababa;universityofaddisababa
columbiauniversitycolumbiabusinessschool, Accounting, Business Law & Taxation;columbiauniversitycolumbiabusinessschoolaccountingbusinesslawtaxation
University of Sierra Leone - Fourah Bay College;universityofsierraleonefourahbaycollege
University of Haifa - Faculty of Law;universityofhaifafacultyoflaw
Hakuoh University;hakuohuniversity
worldbank, DECDG;worldbankdecdg
ferdowsiuniversityofmashhad;ferdowsiuniversityofmashhad
Hong Kong Polytechnic University - Faculty of Business;hongkongpolytechnicuniversityfacultyofbusiness
Financial Research Institute;financialresearchinstitute
Universidad Santo Tomás;universidadsantotoms
Adelphi University - School of Business;adelphiuniversityschoolofbusiness
Korea University;koreauniversity
Climate Econometrics, Institute for New Economic Thinking at the Oxford Martin School;climateeconometricsinstituteforneweconomicthinkingattheoxfordmartinschool
Potsdam-Institut für Klimafolgenforschung (PIK);potsdaminstitutfrklimafolgenforschungpik
atmajayamakassaruniversity, atmajayamakassaruniversity, Students;atmajayamakassaruniversityatmajayamakassaruniversitystudents
Technical University of Mombasa;technicaluniversityofmombasa
universityofvalencia - Department of Accounting;universityofvalenciadepartmentofaccounting
University of Salamanca;universityofsalamanca
Columbia Center on Sustainable Investment;columbiacenteronsustainableinvestment
iseguniversidadedelisboa;iseguniversidadedelisboa
boardofgovernorsofthefederalreservesystem;boardofgovernorsofthefederalreservesystem
Beykent University;beykentuniversity
University of Georgia - Department of Agricultural & Applied Economics;universityofgeorgiadepartmentofagriculturalappliedeconomics
West Ukrainian National University;westukrainiannationaluniversity
Australian National University;australiannationaluniversity
Economics International Inc;economicsinternationalinc
Wenzhou-Kean University;wenzhoukeanuniversity
University of Texas at Dallas - School of Management - Department of Finance & Managerial Economics;universityoftexasatdallasschoolofmanagementdepartmentoffinancemanagerialeconomics
IIS University;iisuniversity
DePaul University - College of Commerce;depauluniversitycollegeofcommerce
Motilal Nehru National Institute of Technology (MNNIT);motilalnehrunationalinstituteoftechnologymnnit
University of Klagenfurt;universityofklagenfurt
leuphanauniversityoflueneburg;leuphanauniversityoflueneburg
Purdue University - Krannert School of Management;purdueuniversitykrannertschoolofmanagement
Karachi University Business School;karachiuniversitybusinessschool
cafoscariuniversityofvenicedipartimentodieconomia;cafoscariuniversityofvenicedipartimentodieconomia
University of Wisconsin-Madison;universityofwisconsinmadison
nanjinguniversityoffinanceeconomics;nanjinguniversityoffinanceeconomics
Macquarie University;macquarieuniversity
University of Reading - ICMA Centre;universityofreadingicmacentre
Chinese Academy of Social Sciences (CASS) - Institute of Economics;chineseacademyofsocialsciencescassinstituteofeconomics
universityofparissaclay - AgroParisTech;universityofparissaclayagroparistech
Harvard Business School;harvardbusinessschool
Paris School of Economics (PSE);parisschoolofeconomicspse
University of Leicester;universityofleicester
Massey University - Massey University Auckland;masseyuniversitymasseyuniversityauckland
Bank for International Settlements (BIS);bankforinternationalsettlementsbis
University of Sharjah;universityofsharjah
Universitas Jambi;universitasjambi
PUC-SP;pucsp
Government First Grade College;governmentfirstgradecollege
European Stability Mechanism;europeanstabilitymechanism
Banque de France;banquedefrance
Western Sydney University;westernsydneyuniversity
shivnadaruniversity, Department of Economics;shivnadaruniversitydepartmentofeconomics
Vuong & Associates (Hanoi);vuongassociateshanoi
stanforduniversity;stanforduniversity
Tafila Technical University - Business Faculty;tafilatechnicaluniversitybusinessfaculty
d/SEAS;dseas
University of Applied Sciences Mainz;universityofappliedsciencesmainz
Council of Scientific & Industrial Research (CSIR)-Ghana;councilofscientificindustrialresearchcsirghana
NHH Norwegian School of Economics;nhhnorwegianschoolofeconomics
universitiutaramalaysia - Tunku Puteri Intan Safinaz School of Accountancy;universitiutaramalaysiatunkuputeriintansafinazschoolofaccountancy
University of Bern - Institute for Sociology;universityofberninstituteforsociology
New England Public Policy Center, federalreservebankofboston;newenglandpublicpolicycenterfederalreservebankofboston
universityofpennsylvaniaaccountingdepartment;universityofpennsylvaniaaccountingdepartment
Hitotsubashi University;hitotsubashiuniversity
Oklahoma State University - Stillwater;oklahomastateuniversitystillwater
californiastateuniversityfullerton - Mihaylo College of Business & Economics;californiastateuniversityfullertonmihaylocollegeofbusinesseconomics
Mississippi State University - Department of Agricultural Economics;mississippistateuniversitydepartmentofagriculturaleconomics
Southern Methodist University (SMU) - Department of Economics;southernmethodistuniversitysmudepartmentofeconomics
University of Cincinnati - Department of Accounting;universityofcincinnatidepartmentofaccounting
Rutgers, The State University of New Jersey - Accounting & Information Systems;rutgersthestateuniversityofnewjerseyaccountinginformationsystems
University of Sydney - School of Economics;universityofsydneyschoolofeconomics
audenciabusinessschool;audenciabusinessschool
Feng Chia University;fengchiauniversity
Goethe University Frankfurt;goetheuniversityfrankfurt
State University of Jakarta, Faculty of Economics, Students;stateuniversityofjakartafacultyofeconomicsstudents
universityofconnecticutdepartmentofaccounting;universityofconnecticutdepartmentofaccounting
universityofnorthcarolinauncatchapelhillaccountingarea;universityofnorthcarolinauncatchapelhillaccountingarea
Baruch College - CUNY;baruchcollegecuny
nanyangbusinessschoolnanyangtechnologicaluniversity;nanyangbusinessschoolnanyangtechnologicaluniversity
Università degli studi di Modena e Reggio Emilia (UNIMORE) - School of Doctorate E4E (Engineering for Economics-Economics for Engineering);universitdeglistudidimodenaereggioemiliaunimoreschoolofdoctoratee4eengineeringforeconomicseconomicsforengineering
American University of Sharjah;americanuniversityofsharjah
Brigham Young University;brighamyounguniversity
Federal Reserve Banks - Federal Reserve Bank of Dallas;federalreservebanksfederalreservebankofdallas
goainstituteofmanagement;goainstituteofmanagement
universityofvirginiadardenschoolofbusiness;universityofvirginiadardenschoolofbusiness
universityofsoutherncaliforniamarshallschoolofbusiness;universityofsoutherncaliforniamarshallschoolofbusiness
University of Mississippi - Patterson School of Accountancy;universityofmississippipattersonschoolofaccountancy
harvarduniversitydepartmentofeconomics;harvarduniversitydepartmentofeconomics
Zarqa University;zarqauniversity
University of Prishtina;universityofprishtina
The Urban Institute;theurbaninstitute
University of Vienna;universityofvienna
University of Georgia;universityofgeorgia
Truth in Accounting;truthinaccounting
georgemasonuniversitymercatuscenter;georgemasonuniversitymercatuscenter
Cape Coast Technical University;capecoasttechnicaluniversity
Pir Mehr Ali Shah Arid Agriculture University Rawalpindi, Students;pirmehralishaharidagricultureuniversityrawalpindistudents
Tax Justice Network;taxjusticenetwork
Bocconi University - Department of Accounting;bocconiuniversitydepartmentofaccounting
Indian Institute of Science (IISc) - Divecha Centre for Climate Change (DCCC);indianinstituteofscienceiiscdivechacentreforclimatechangedccc
European Union - European Commission, European Union - European Commission;europeanunioneuropeancommissioneuropeanunioneuropeancommission
Istanbul University;istanbuluniversity
Vasil Levski National Military University;vasillevskinationalmilitaryuniversity
Goethe Universität Frankfurt am Main;goetheuniversittfrankfurtammain
russianacademyofnationaleconomypublicadministrationunderthepresidentoftherussianfederationranepainstituteofappliedeconomicresearch;russianacademyofnationaleconomypublicadministrationunderthepresidentoftherussianfederationranepainstituteofappliedeconomicresearch
Gaidar Institute for Economic Policy;gaidarinstituteforeconomicpolicy
KNUST Finance Office;knustfinanceoffice
University of Connecticut- Finance Department;universityofconnecticutfinancedepartment
universityofchicagoboothschoolofbusiness;universityofchicagoboothschoolofbusiness
Market Platform Dynamics;marketplatformdynamics
University of Toronto - Rotman School of Management;universityoftorontorotmanschoolofmanagement
Covenant University - Department of Banking;covenantuniversitydepartmentofbanking
ZEW – Leibniz Centre for European Economic Research;zewleibnizcentreforeuropeaneconomicresearch
Goa Business School, goauniversity;goabusinessschoolgoauniversity
University at Buffalo (SUNY) - School of Management;universityatbuffalosunyschoolofmanagement
Dankook University;dankookuniversity
Usmanu Danfodiyo University (UDUSOK) - Department of Public Administration;usmanudanfodiyouniversityudusokdepartmentofpublicadministration
Meredith College;meredithcollege
Rajamangala University of Technology Phra Nakhon;rajamangalauniversityoftechnologyphranakhon
dukeuniversity - Accounting;dukeuniversityaccounting
universityoftexasataustinmccombsschoolofbusiness;universityoftexasataustinmccombsschoolofbusiness
Leibniz  Universität Hannover;leibnizuniversitthannover
Department of Economics;departmentofeconomics
Trinity University - Department of Accounting;trinityuniversitydepartmentofaccounting
University of Lagos;universityoflagos
Batten School of Public Policy;battenschoolofpublicpolicy
University of Amsterdam;universityofamsterdam
universityofillinoisaturbanachampaign;universityofillinoisaturbanachampaign
University of Guelph;universityofguelph
University of Passau;universityofpassau
GITAM University, Visakhapatnam;gitamuniversityvisakhapatnam
Abu Dhabi University;abudhabiuniversity
ISCTE-IUL Instituto Universitario de Lisboa;iscteiulinstitutouniversitariodelisboa
singaporemanagementuniversityschoolofaccountancy;singaporemanagementuniversityschoolofaccountancy
University of Colorado at Denver;universityofcoloradoatdenver
universityofsrijayewardenepura;universityofsrijayewardenepura
Faculty of Organizational Sciences (Deceased);facultyoforganizationalsciencesdeceased
independent, universitiutaramalaysia;independentuniversitiutaramalaysia
Universidad Veracruzana;universidadveracruzana
University of North Carolina (UNC) at Charlotte - Department of Accounting;universityofnorthcarolinauncatcharlottedepartmentofaccounting
MedLab. Corp., Accra Ghana;medlabcorpaccraghana
Bank of England;bankofengland
Trisakti University - Department of Accounting;trisaktiuniversitydepartmentofaccounting
Jean Lorougnon Guédé University;jeanlorougnonguduniversity
Ohio State University - Fisher College of Business, Department of Finance;ohiostateuniversityfishercollegeofbusinessdepartmentoffinance
City University London - International Political Economy;cityuniversitylondoninternationalpoliticaleconomy
University of Barcelona;universityofbarcelona
University of Nigeria;universityofnigeria
hankenschoolofeconomics;hankenschoolofeconomics
bocconiuniversitydepartmentoflaw;bocconiuniversitydepartmentoflaw
University of Auckland;universityofauckland
Modibbo Adama University of Technology Yola;modibboadamauniversityoftechnologyyola
universityofaberdeen;universityofaberdeen
Université de Sherbrooke, CEPS/INSTEAD;universitdesherbrookecepsinstead
Aston University;astonuniversity
Monash University - Department of Accounting;monashuniversitydepartmentofaccounting
uncchapelhill;uncchapelhill
universityofnotredame - Department of Accountancy;universityofnotredamedepartmentofaccountancy
Universidade de Brasília (UnB);universidadedebrasliaunb
University of Ibadan;universityofibadan
Renmin University of China;renminuniversityofchina
University of Minnesota - Carlson School of Management;universityofminnesotacarlsonschoolofmanagement
Varna University of Economics;varnauniversityofeconomics
deutschebundesbank - Economics Department;deutschebundesbankeconomicsdepartment
germaninstituteforeconomicresearchdiwberlin;germaninstituteforeconomicresearchdiwberlin
University of Bonn - Institute of Economic Policy;universityofbonninstituteofeconomicpolicy
universitparisdauphinepslresearchuniversitynationalcenterforscientificresearch;universitparisdauphinepslresearchuniversitynationalcenterforscientificresearch
University of Essex;universityofessex
koreadevelopmentinstitutekdi - Macroeconomic Policy Division;koreadevelopmentinstitutekdimacroeconomicpolicydivision
centralmichiganuniversity;centralmichiganuniversity
University of British Columbia (UBC) - Department of Economics;universityofbritishcolumbiaubcdepartmentofeconomics
The worldbank;theworldbank
Queensland University of Technology - School of Accountancy;queenslanduniversityoftechnologyschoolofaccountancy
Nnamdi Azikiwe University;nnamdiazikiweuniversity
Dr. Babasaheb Ambedkar Marathwada University;drbabasahebambedkarmarathwadauniversity
Le Mans University;lemansuniversity
universityofeconomicsvarna;universityofeconomicsvarna
Kent State University Foundation;kentstateuniversityfoundation
University of Waikato;universityofwaikato
federalreservebanksfederalreservebankofrichmond;federalreservebanksfederalreservebankofrichmond
University of California San Diego;universityofcaliforniasandiego
University of the German Federal Armed Forces - Universität der Bundeswehr München;universityofthegermanfederalarmedforcesuniversittderbundeswehrmnchen
Lille University, CNRS - Lille Economics & Managment - UMR 9221;lilleuniversitycnrslilleeconomicsmanagmentumr9221
University of Alabama - Culverhouse College of Commerce & Business Administration;universityofalabamaculverhousecollegeofcommercebusinessadministration
universityofsrijayewardenepura, Sri Lanka;universityofsrijayewardenepurasrilanka
Fiji National University (FNU);fijinationaluniversityfnu
University of Huelva;universityofhuelva
universityofcentralflorida;universityofcentralflorida
Harvard University - Harvard Kennedy School (HKS);harvarduniversityharvardkennedyschoolhks
University of Huddersfield;universityofhuddersfield
Office of the Superintendent of Financial Institutions (OSFI);officeofthesuperintendentoffinancialinstitutionsosfi
universityofsiegen;universityofsiegen
University of Massachusetts Amherst - Department of Finance;universityofmassachusettsamherstdepartmentoffinance
École Polytechnique Fédérale de Lausanne (EPFL);colepolytechniquefdraledelausanneepfl
trinityuniversitydepartmentofeconomics;trinityuniversitydepartmentofeconomics
universityofpittsburgh;universityofpittsburgh
University of Louisiana at Lafayette;universityoflouisianaatlafayette
Microsoft;microsoft
Wachtell, Lipton, Rosen & Katz;wachtellliptonrosenkatz
Adam Mickiewicz University;adammickiewiczuniversity
Federal Reserve Banks - Federal Reserve Bank of New York;federalreservebanksfederalreservebankofnewyork
University of Mannheim;universityofmannheim
International Islamic University Islamabad;internationalislamicuniversityislamabad
Uppsala University;uppsalauniversity
University of Nevada Las Vegas;universityofnevadalasvegas
University of Wrocław;universityofwrocaw
universityofsoutherncaliforniasolpriceschoolofpublicpolicy;universityofsoutherncaliforniasolpriceschoolofpublicpolicy
University of Greenwich;universityofgreenwich
University of Warsaw - Faculty of Economic Sciences;universityofwarsawfacultyofeconomicsciences
universityofutahdavidecclesschoolofbusiness;universityofutahdavidecclesschoolofbusiness
University of Chicago;universityofchicago
University of Greenwich - Business School;universityofgreenwichbusinessschool
Luxembourg Institute of Socio-Economic Research (LISER);luxembourginstituteofsocioeconomicresearchliser
universidaddelosandescolombiadepartmentofeconomics;universidaddelosandescolombiadepartmentofeconomics
Abubakar Tafawa Balewa University;abubakartafawabalewauniversity
University of Colorado - Boulder;universityofcoloradoboulder
University of Virginia - McIntire School of Commerce;universityofvirginiamcintireschoolofcommerce
University of California, Berkeley - School of Law;universityofcaliforniaberkeleyschooloflaw
texastechuniversityfreemarketinstitute;texastechuniversityfreemarketinstitute
newyorkuniversityschooloflaw;newyorkuniversityschooloflaw
Pontificia Universidad Católica de Chile;pontificiauniversidadcatlicadechile
University of Wisconsin - La Crosse;universityofwisconsinlacrosse
Bocconi University - Department of Marketing;bocconiuniversitydepartmentofmarketing
Elon University;elonuniversity
Middle Tennessee State University;middletennesseestateuniversity
DePaul University - Department of Finance;depauluniversitydepartmentoffinance
University of Dar es Salaam;universityofdaressalaam
Transparency International;transparencyinternational
Stand Together;standtogether
University of Nottingham - School of Economics;universityofnottinghamschoolofeconomics
Bennett Institute for Public Policy, University of Cambridge;bennettinstituteforpublicpolicyuniversityofcambridge
universityofhouston - Department of Finance;universityofhoustondepartmentoffinance
Indian Institute of Management Kozhikode;indianinstituteofmanagementkozhikode
U.S. Department of the Treasury;usdepartmentofthetreasury
University of Chicago - Law School;universityofchicagolawschool
University of Washington - Michael G. Foster School of Business;universityofwashingtonmichaelgfosterschoolofbusiness
Francisco Marroquin University;franciscomarroquinuniversity
Federal Reserve Banks - Federal Reserve Bank of St. Louis;federalreservebanksfederalreservebankofstlouis
Indian Institute of Management Raipur;indianinstituteofmanagementraipur
georgemasonuniversityantoninscalialawschool;georgemasonuniversityantoninscalialawschool
Ball State University - Department of Economics;ballstateuniversitydepartmentofeconomics
mcmasteruniversity;mcmasteruniversity
Centre for Applied Research;centreforappliedresearch
unswaustraliabusinessschoolschoolofeconomics;unswaustraliabusinessschoolschoolofeconomics
yaleuniversityyaleprogramonfinancialstability;yaleuniversityyaleprogramonfinancialstability
rstreetinstitute;rstreetinstitute
universityofcaliforniaberkeleydepartmentofeconomics;universityofcaliforniaberkeleydepartmentofeconomics
universityofmichiganatannarbor;universityofmichiganatannarbor
massachusettsinstituteoftechnologymit - Sloan School of Management;massachusettsinstituteoftechnologymitsloanschoolofmanagement
National University of Singapore (NUS);nationaluniversityofsingaporenus
Central European University;centraleuropeanuniversity
University of York;universityofyork
Betterment, LLC;bettermentllc
University of Western Ontario - Department of Economics;universityofwesternontariodepartmentofeconomics
University College London - UCL School of Management;universitycollegelondonuclschoolofmanagement
Australian House of Representatives Parliament House;australianhouseofrepresentativesparliamenthouse
upwork;upwork
New York University (NYU);newyorkuniversitynyu
University of Indonesia (UI) - Departement of Chemical Engineering;universityofindonesiauidepartementofchemicalengineering
National Bureau of Economic Research (NBER);nationalbureauofeconomicresearchnber
vanderbiltuniversity;vanderbiltuniversity
Bank Policy Institute;bankpolicyinstitute
Desautels Faculty of Management, McGill University;desautelsfacultyofmanagementmcgilluniversity
Bundeswehr University Munich;bundeswehruniversitymunich
instituteofruralagriculturaldevelopmentpolishacademyofsciences;instituteofruralagriculturaldevelopmentpolishacademyofsciences
Université Cheikh Anta Diop (UCAD);universitcheikhantadiopucad
University of Vermont Larner College of Medicine - Department of Radiology;universityofvermontlarnercollegeofmedicinedepartmentofradiology
University of Southampton;universityofsouthampton
Bocconi University;bocconiuniversity
George Washington University - Department of Economics;georgewashingtonuniversitydepartmentofeconomics
James Madison University;jamesmadisonuniversity
National Institute of Development Administration (NIDA);nationalinstituteofdevelopmentadministrationnida
Ecole Superieure Des Sciences Commerciales D'Angers (ESSCA);ecolesuperieuredessciencescommercialesdangersessca
georgetownuniversitylawcenter;georgetownuniversitylawcenter
fordhamuniversityschooloflaw;fordhamuniversityschooloflaw
australiannationaluniversityanu - Crawford School of Public Policy;australiannationaluniversityanucrawfordschoolofpublicpolicy
universityofoxford;universityofoxford
Michigan Technological University;michigantechnologicaluniversity
Maastricht University;maastrichtuniversity
Boston University - Department of Economics;bostonuniversitydepartmentofeconomics
University of Pennsylvania Carey Law School;universityofpennsylvaniacareylawschool
Graduate School of North American Studies;graduateschoolofnorthamericanstudies
Institure For Structural Research;institureforstructuralresearch
Emory University;emoryuniversity
University of Gothenburg - Centre for Finance;universityofgothenburgcentreforfinance
University of Cambridge, Department of Land Economy Robinson College;universityofcambridgedepartmentoflandeconomyrobinsoncollege
The Wharton School - The University of Pennsylvania;thewhartonschooltheuniversityofpennsylvania
MBS School of Business;mbsschoolofbusiness
Rutgers, The State University of New Jersey - rutgerslawschool;rutgersthestateuniversityofnewjerseyrutgerslawschool
californiastateuniversitydominguezhills;californiastateuniversitydominguezhills
New York University (NYU) - New York University, Abu Dhabi;newyorkuniversitynyunewyorkuniversityabudhabi
Columbia University - Law School;columbiauniversitylawschool
America First Policy Institute (AFPI);americafirstpolicyinstituteafpi
universidadefederaldeminasgerais;universidadefederaldeminasgerais
Ain Shams University - Faculty of Commerce;ainshamsuniversityfacultyofcommerce
Deloitte Tax LLP;deloittetaxllp
University of St. Thomas;universityofstthomas
Boston University;bostonuniversity
Metropolitan State University of Denver;metropolitanstateuniversityofdenver
Post Growth Institute;postgrowthinstitute
sghwarsawschoolofeconomics;sghwarsawschoolofeconomics
Virginia Tech;virginiatech
Concordia University, Quebec;concordiauniversityquebec
The Heritage Foundation;theheritagefoundation
State University of New York (SUNY) - Department of Economics;stateuniversityofnewyorksunydepartmentofeconomics
Johnson & Wales University;johnsonwalesuniversity
Department of Government, Harvard University;departmentofgovernmentharvarduniversity
Troy University - Manuel H. Johnson Center for Political Economy;troyuniversitymanuelhjohnsoncenterforpoliticaleconomy
mcmasteruniversity - Michael G. DeGroote School of Business;mcmasteruniversitymichaelgdegrooteschoolofbusiness
University of Michigan Law School;universityofmichiganlawschool
Hillsdale College;hillsdalecollege
Yale SOM;yalesom
National University of Singapore (NUS) - Lee Kuan Yew School of Public Policy;nationaluniversityofsingaporenusleekuanyewschoolofpublicpolicy
University of Wisconsin Madison;universityofwisconsinmadison
Istanbul Sabahattin Zaim University;istanbulsabahattinzaimuniversity
University of Melbourne - Department of Economics;universityofmelbournedepartmentofeconomics
University of Karachi - Karachi University Business School;universityofkarachikarachiuniversitybusinessschool
University of Michigan, Stephen M. Ross School of Business;universityofmichiganstephenmrossschoolofbusiness
Norwegian Business School;norwegianbusinessschool
University of California, Davis - Department of Economics;universityofcaliforniadavisdepartmentofeconomics
Maynooth University;maynoothuniversity
Institute of Rural Development Planning;instituteofruraldevelopmentplanning
Providence Women's College;providencewomenscollege
Transatlantic School of Management;transatlanticschoolofmanagement
PLAN Foundation;planfoundation
Environment (CDE);environmentcde
princetonuniversity - Department of Economics;princetonuniversitydepartmentofeconomics
University of Mysore - Deptartment of Anthropology;universityofmysoredeptartmentofanthropology
michiganstateuniversity - Department of Agricultural Economics;michiganstateuniversitydepartmentofagriculturaleconomics
Kyoto University - Graduate School of Agriculture - Division of Natural Resource Economics;kyotouniversitygraduateschoolofagriculturedivisionofnaturalresourceeconomics
Indian Statistical Institute;indianstatisticalinstitute
American University;americanuniversity
Mindoro State University;mindorostateuniversity
universityofdelhi - Department of Business Economics;universityofdelhidepartmentofbusinesseconomics
French National Institute for Agricultural Research (INRA) - Grenoble Applied Economic Laboratory;frenchnationalinstituteforagriculturalresearchinragrenobleappliedeconomiclaboratory
Voronezh Institute of the Federal Penitentiary Service of Russia;voronezhinstituteofthefederalpenitentiaryserviceofrussia
Asian Development Bank;asiandevelopmentbank
Harvard Pharmaceuticals P. Ltd.;harvardpharmaceuticalspltd
Department of Applied Economics, University of Oviedo;departmentofappliedeconomicsuniversityofoviedo
Pennsylvania State University - Smeal College of Business;pennsylvaniastateuniversitysmealcollegeofbusiness
California state university LA;californiastateuniversityla
Asian Institute of Technology (AIT);asianinstituteoftechnologyait
University of California, Berkeley - The Richard & Rhoda Goldman School of Public Policy;universityofcaliforniaberkeleytherichardrhodagoldmanschoolofpublicpolicy
University of the National Education Commission, Krakow;universityofthenationaleducationcommissionkrakow
Yenepoya institute of Arts,Science,Commerce & Management;yenepoyainstituteofartssciencecommercemanagement
School of Public Policy;schoolofpublicpolicy
HU Berlin;huberlin
nationalresearchinstituteinstituteofagriculturalfoodeconomicsnationalresearchinstituteiafenri;nationalresearchinstituteinstituteofagriculturalfoodeconomicsnationalresearchinstituteiafenri
Bahauddin Zakariya University, Multan;bahauddinzakariyauniversitymultan
ADA University;adauniversity
Institut PO Agrarna Ikonomika;institutpoagrarnaikonomika
M.B. Government P.G. College;mbgovernmentpgcollege
University of California, Berkeley - Department of Agricultural & Resource Economics;universityofcaliforniaberkeleydepartmentofagriculturalresourceeconomics
Annamalai University - Department of Agricultural Extension;annamalaiuniversitydepartmentofagriculturalextension
Statistical Office in Reszow;statisticalofficeinreszow
University of Colombo;universityofcolombo
Tarakeswar Degree College - Department of Commerce;tarakeswardegreecollegedepartmentofcommerce
Ashkelon Academic College;ashkelonacademiccollege
St Aloysius College;staloysiuscollege
Gujarat Technological University, India;gujarattechnologicaluniversityindia
USAMV Bucharest;usamvbucharest
Systems Research Institute, Polish Academy of Science;systemsresearchinstitutepolishacademyofscience
University of Warsaw - Faculty of Management;universityofwarsawfacultyofmanagement
affiliationnotprovidedtossrn , Universidade do Estado de Santa Catarina - UDESC;affiliationnotprovidedtossrnuniversidadedoestadodesantacatarinaudesc
Federation University Australia;federationuniversityaustralia
Purdue University - Department of Agricultural Economics;purdueuniversitydepartmentofagriculturaleconomics
India Habitat Centre - Indian Council for Research on International Economic Relations (ICRIER);indiahabitatcentreindiancouncilforresearchoninternationaleconomicrelationsicrier
Purdue University - College of Agriculture;purdueuniversitycollegeofagriculture
Netaji Subhas Open University;netajisubhasopenuniversity
Delhi University;delhiuniversity
United Nations University (UNU-MERIT);unitednationsuniversityunumerit
Virginia Tech - Department of Economics;virginiatechdepartmentofeconomics
Somaiya Vidyavihar University, Mumbai.;somaiyavidyaviharuniversitymumbai
The University of Manchester;theuniversityofmanchester
Universidad Simón Bolívar de Barranquilla;universidadsimnbolvardebarranquilla
University of Antwerp - Institute of Development Policy;universityofantwerpinstituteofdevelopmentpolicy
UC Santa Cruz;ucsantacruz
IFAD;ifad
Periyar University - Department of Computer Science;periyaruniversitydepartmentofcomputerscience
Yale University, School of Management, Students;yaleuniversityschoolofmanagementstudents
Northwestern University;northwesternuniversity
UNICEF South Africa;unicefsouthafrica
Technische Universität München (TUM);technischeuniversittmnchentum
Academy of Financial Management, Ministry of Finance of Ukraine;academyoffinancialmanagementministryoffinanceofukraine
Columbia University - Columbia Earth Institute;columbiauniversitycolumbiaearthinstitute
De La Salle University;delasalleuniversity
Jadavpur University - Department of Economics, Students;jadavpuruniversitydepartmentofeconomicsstudents
University of Belgrade - Faculty of Agriculture;universityofbelgradefacultyofagriculture
Chonnam National University;chonnamnationaluniversity
Iowa State University - Department of Economics;iowastateuniversitydepartmentofeconomics
Dr. Rajendra Prasad Central Agricultural University;drrajendraprasadcentralagriculturaluniversity
York University;yorkuniversity
Deutsches Institut für Entwicklungspolitik (DIE) - German Development Institute (DIE);deutschesinstitutfrentwicklungspolitikdiegermandevelopmentinstitutedie
Bond University;bonduniversity
Manipal Academy of Higher Education;manipalacademyofhighereducation
Utrecht University - Department of Economic Geography;utrechtuniversitydepartmentofeconomicgeography
Shri Sant Damaji College;shrisantdamajicollege
TU Dortmund University;tudortmunduniversity
Kongu Engineering College;konguengineeringcollege
massachusettsinstituteoftechnologymit, stanforduniversity - Department of Economics;massachusettsinstituteoftechnologymitstanforduniversitydepartmentofeconomics
Symbiosis International (Deemed University), Pune, India;symbiosisinternationaldeemeduniversitypuneindia
Jadavpur University - Department of Economics;jadavpuruniversitydepartmentofeconomics
indianinstituteofforeigntrade;indianinstituteofforeigntrade
Georgetown University - Department of Economics;georgetownuniversitydepartmentofeconomics
worldbank - Development Data Group (DECDG);worldbankdevelopmentdatagroupdecdg
worldbank - Development Economics Group (DEC);worldbankdevelopmenteconomicsgroupdec
University of Pretoria;universityofpretoria
Syracuse University - Department of Economics;syracuseuniversitydepartmentofeconomics
Pontifical Catholic University of Chile - Department of Agricultural Economics;pontificalcatholicuniversityofchiledepartmentofagriculturaleconomics
Rutgers, The State University of New Jersey - Agricultural, Food & Resource Economics;rutgersthestateuniversityofnewjerseyagriculturalfoodresourceeconomics
St. Joseph's University - Department of Marketing;stjosephsuniversitydepartmentofmarketing
The Royal Swedish Academy of Sciences - Beijer International Institute of Ecological Economics;theroyalswedishacademyofsciencesbeijerinternationalinstituteofecologicaleconomics
ETH Zürich;ethzrich
Duhok University;duhokuniversity
Tufts University;tuftsuniversity
batescollege, Amazon;batescollegeamazon
Yalova University - Department of Business Administration;yalovauniversitydepartmentofbusinessadministration
University of Girona;universityofgirona
International Institute of Certified Forensic Investigation Professionals Inc. (IICFIP);internationalinstituteofcertifiedforensicinvestigationprofessionalsinciicfip
University of Warwick;universityofwarwick
massachusettsinstituteoftechnologymit - Economics, Finance, Accounting (EFA), affiliationnotprovidedtossrn;massachusettsinstituteoftechnologymiteconomicsfinanceaccountingefaaffiliationnotprovidedtossrn
Queensland University of Technology - Faculty of Law;queenslanduniversityoftechnologyfacultyoflaw
Islamic Azad University;islamicazaduniversity
Sultan Qaboos University;sultanqaboosuniversity
Universitat Pompeu Fabra (UPF);universitatpompeufabraupf
University of Southern Queensland;universityofsouthernqueensland
Centre for Economic Policy Research (CEPR);centreforeconomicpolicyresearchcepr
Hunan University - Business School;hunanuniversitybusinessschool
Metropolitan State University of Denver - Department of Economics;metropolitanstateuniversityofdenverdepartmentofeconomics
Northwestern University - Department of Economics;northwesternuniversitydepartmentofeconomics
Communication University of China;communicationuniversityofchina
Central Bank of Chile;centralbankofchile
internationaluniversityofmonacoium;internationaluniversityofmonacoium
Vlerick Business School;vlerickbusinessschool
