raw_name;cleaned_name
Southwestern University - Department of Economics and Business;southwesternuniversitydepartmentofeconomicsbusiness
Alfred Lerner College of Business and Economics, The University of Delaware;alfredlernercollegeofbusinesseconomicstheuniversityofdelaware
University of Virginia - Department of Economics;universityofvirginiadepartmentofeconomics
Koc University - College of Administrative Sciences and Economics;kocuniversitycollegeofadministrativescienceseconomics
Saveetha School of Engineering, Saveetha Institute of Medical and Technical Science, Chennai 605102;saveethaschoolofengineeringsaveethainstituteofmedicaltechnicalsciencechennai605102
University of Chicago - Booth School of Business - Econometrics and Statistics;universityofchicagoboothschoolofbusinesseconometricsstatistics
Center for Operations Research and Econometrics (CORE);centerforoperationsresearcheconometricscore
Asian infrastructure Investment Bank;asianinfrastructureinvestmentbank
REGIOlab and Department of Applied Economics, University of Oviedo;regiolabdepartmentofappliedeconomicsuniversityofoviedo
National Research Council (CNR) - Centre for Economic Research on Firms and Growth (CERIS);nationalresearchcouncilcnrcentreforeconomicresearchonfirmsgrowthceris
University of Cologne - Faculty of Management, Economics and Social Sciences;universityofcolognefacultyofmanagementeconomicssocialsciences
Universitas Diponegoro, Indonesia;universitasdiponegoroindonesia
National and Kapodistrian University of Athens;nationalkapodistrianuniversityofathens
National Research University Higher School of Economics (Moscow);nationalresearchuniversityhigherschoolofeconomicsmoscow
University of Denver - Accounting and Finance;universityofdenveraccountingfinance
Industrial and Commercial Bank of China (ICBC);industrialcommercialbankofchinaicbc
American University - Department of Finance and Real Estate;americanuniversitydepartmentoffinancerealestate
Waikato Institute of Technology;waikatoinstituteoftechnology
Securities and Exchange Commission (SEC);securitiesexchangecommissionsec
Center for Corporate Responsbility and Sustainability;centerforcorporateresponsbilitysustainability
University of Nottingham Business School;universityofnottinghambusinessschool
Brock University, Goodman School of Business;brockuniversitygoodmanschoolofbusiness
European University Institute (EUI);europeanuniversityinstituteeui
Indiana University - Kelley School of Business - Department of Finance;indianauniversitykelleyschoolofbusinessdepartmentoffinance
The Public Authority for Applied Education and Training (Kuwait);thepublicauthorityforappliededucationtrainingkuwait
University of Valencia - Department of Accounting;universityofvalenciadepartmentofaccounting
The Open University;theopenuniversity
University of New Hampshire - Paul College of Business and Economics;universityofnewhampshirepaulcollegeofbusinesseconomics
Renmin University of China - School of Business;renminuniversityofchinaschoolofbusiness
Ball State University - Miller College of Business;ballstateuniversitymillercollegeofbusiness
Ontario Tech University;ontariotechuniversity
Tianjin University - College of Management and Economics;tianjinuniversitycollegeofmanagementeconomics
University of Saskatchewan and TideWater Midstream;universityofsaskatchewantidewatermidstream
University of Peloponnese -School of Management, Economics and Informatics;universityofpeloponneseschoolofmanagementeconomicsinformatics
ANU College of Law;anucollegeoflaw
Central University of Finance and Economics (CUFE) - Chinese Academy of Finance and Development;centraluniversityoffinanceeconomicscufechineseacademyoffinancedevelopment
Yeditepe University - Department of Political Science and International Relations;yeditepeuniversitydepartmentofpoliticalscienceinternationalrelations
King Abdulaziz University;kingabdulazizuniversity
Dept. Economics and Finance, University of Rome Tor Vergata;depteconomicsfinanceuniversityofrometorvergata
Saveetha School of Law;saveethaschooloflaw
Johannes Gutenberg University Mainz - Gutenberg School of Economics and Management;johannesgutenberguniversitymainzgutenbergschoolofeconomicsmanagement
Tarleton State University - Department of Accounting and Finance;tarletonstateuniversitydepartmentofaccountingfinance
University of California, Berkeley - Economic Analysis & Policy Group;universityofcaliforniaberkeleyeconomicanalysispolicygroup
Xiɺn Jiaotong-Liverpool University;xinjiaotongliverpooluniversity
U.S. Naval Postgraduate School;usnavalpostgraduateschool
Kasetsart University - Faculty of Economics, Department of Agricultural and Resource Economics, Students;kasetsartuniversityfacultyofeconomicsdepartmentofagriculturalresourceeconomicsstudents
ETH Zürich - Department of Humanities, Social and Political Sciences (GESS);ethzrichdepartmentofhumanitiessocialpoliticalsciencesgess
National Institute for Agricultural Research (INRA) - Laboratoire d'Economie des Ressources Naturelles (LERNA);nationalinstituteforagriculturalresearchinralaboratoiredeconomiedesressourcesnaturelleslerna
Institute of Forestry and Environmental Sciences, University of Chittagong;instituteofforestryenvironmentalsciencesuniversityofchittagong
Faculty of Economics - Skopje, University of &ldquoSs. Cyril and Methodius&rdquo- Skopje;facultyofeconomicsskopjeuniversityofldquosscyrilmethodiusrdquoskopje
CNRS and National Center for Scientific Research (CNRS), CNRS;cnrsnationalcenterforscientificresearchcnrscnrs
Bar-Ilan University and National Center for Scientific Research - Department;barilanuniversitynationalcenterforscientificresearchdepartment
Ph. D, Faculty Member, Department of Business Administration College of Science and Humanities Studies Prince Sattam Bin Abdul Aziz University, Al-Aflaj, Saudi Arabia;phdfacultymemberdepartmentofbusinessadministrationcollegeofsciencehumanitiesstudiesprincesattambinabdulazizuniversityalaflajsaudiarabia
Erasmus University Rotterdam (EUR);erasmusuniversityrotterdameur
Musashi University;musashiuniversity
Technical University of Lisbon (UTL) - Research Unit on Complexity and Economics (UECE);technicaluniversityoflisbonutlresearchunitoncomplexityeconomicsuece
Swedish National Road and Transport Research Institute;swedishnationalroadtransportresearchinstitute
National Research University – Higher School of Economics (HSE University);nationalresearchuniversityhigherschoolofeconomicshseuniversity
Universite de Toulouse I - CNRS (GREMAQ and IDEI);universitedetoulouseicnrsgremaqidei
affiliation not provided to SSRN and DISEIS, Faculty of Political;affiliationnotprovidedtossrndiseisfacultyofpolitical
Meiji University - School of Commerce;meijiuniversityschoolofcommerce
University of Heidelberg - Alfred Weber Institute for Economics;universityofheidelbergalfredweberinstituteforeconomics
UCL Faculty of Laws;uclfacultyoflaws
State University of New York (SUNY) - University at Buffalo;stateuniversityofnewyorksunyuniversityatbuffalo
University of the Philippines, Los Baños - Department of Agricultural and Applied Economics;universityofthephilippineslosbaosdepartmentofagriculturalappliedeconomics
The University of Sydney;theuniversityofsydney
Centre for Entrepreneurship, SMEs, Regions and Cities;centreforentrepreneurshipsmesregionscities
Federal National Mortgage Association (Fannie Mae);federalnationalmortgageassociationfanniemae
University of Reading - School of Sociology, Politics and International Relations;universityofreadingschoolofsociologypoliticsinternationalrelations
Minjiang University and Fujian Agriculture;minjianguniversityfujianagriculture
Edinburgh Napier University;edinburghnapieruniversity
Gachon University;gachonuniversity
University of Technology Sydney (UTS);universityoftechnologysydneyuts
Singapore Management University - Lee Kong Chian School of Business;singaporemanagementuniversityleekongchianschoolofbusiness
Université Libre de Bruxelles (ULB) - Solvay Brussels School of Economics and Management;universitlibredebruxellesulbsolvaybrusselsschoolofeconomicsmanagement
John Carroll University;johncarrolluniversity
World Customs Organization - Research and Strategies Unit;worldcustomsorganizationresearchstrategiesunit
University of Ain Temouchent - Institute of Economics, Commerce and Management Sciences;universityofaintemouchentinstituteofeconomicscommercemanagementsciences
Pace University - Department of Finance and Economics;paceuniversitydepartmentoffinanceeconomics
Emory University - Information Systems and Operations Management;emoryuniversityinformationsystemsoperationsmanagement
Russian Academy of National Economy and Public Administration under the President of the Russian Federation (RANEPA) - Laboratory of Research of Pension Systems and Actuarial Forecasting of Social Sphere (INSAP);russianacademyofnationaleconomypublicadministrationunderthepresidentoftherussianfederationranepalaboratoryofresearchofpensionsystemsactuarialforecastingofsocialsphereinsap
Saint Petersburg Mining University;saintpetersburgmininguniversity
Toulouse School of Economics;toulouseschoolofeconomics
Ghent University - Centre for Russian International Socio-Political and Economic Studies (CERISE);ghentuniversitycentreforrussianinternationalsociopoliticaleconomicstudiescerise
University of Westminster;universityofwestminster
National Bank of Poland;nationalbankofpoland
Swedish National Road and Transport Research Institute and The Swedish National Road;swedishnationalroadtransportresearchinstitutetheswedishnationalroad
School of planning and architecture, Vijayawada;schoolofplanningarchitecturevijayawada
Department of Finance and Banking (Jahangirnagar University);departmentoffinancebankingjahangirnagaruniversity
Southwestern University of Finance and Economics (SWUFE) - School of Finance;southwesternuniversityoffinanceeconomicsswufeschooloffinance
Islamic Azad University, Science and Research Branch, Tehran;islamicazaduniversityscienceresearchbranchtehran
Human Computation and (data) Visualization - Smith College;humancomputationdatavisualizationsmithcollege
Ministry of Finance and Economic Development (Mauritius) - Statistics Mauritius;ministryoffinanceeconomicdevelopmentmauritiusstatisticsmauritius
Department of Management and Law, University of Rome Tor Vergata;departmentofmanagementlawuniversityofrometorvergata
Chinese Academy of Finance and Development;chineseacademyoffinancedevelopment
International Institute for Population Sciences;internationalinstituteforpopulationsciences
Chinese Academy of Social Sciences (CASS) - Institute for Population and Labor Economics;chineseacademyofsocialsciencescassinstituteforpopulationlaboreconomics
VELS Institute of Science, Technology & Advanced Studies (Formerly VELS University);velsinstituteofsciencetechnologyadvancedstudiesformerlyvelsuniversity
University of Bergen - Department of Administration and Organization Theory;universityofbergendepartmentofadministrationorganizationtheory
National Academy of Social Insurance (NASI);nationalacademyofsocialinsurancenasi
New York Law School;newyorklawschool
KU Leuven - Department of Managerial Economics, Strategy, and Innovation;kuleuvendepartmentofmanagerialeconomicsstrategyinnovation
Caribbean Development Bank, Caribbean Development Bank;caribbeandevelopmentbankcaribbeandevelopmentbank
University of Oxford - Said Business School and St. Edmund Hall;universityofoxfordsaidbusinessschoolstedmundhall
University of Bern - Faculty of Economics and Social Sciences;universityofbernfacultyofeconomicssocialsciences
Catholic University of Eichstaett-Ingolstadt;catholicuniversityofeichstaettingolstadt
Forschungszentrum Jülich - Institute of Energy and Climate Research Systems Analysis and Technology Evaluation (IEK-STE);forschungszentrumjlichinstituteofenergyclimateresearchsystemsanalysistechnologyevaluationiekste
Professor & HOD, Dept. of CSE, PBR Visvodaya Institute of Technology and Science, AP, India.;professorhoddeptofcsepbrvisvodayainstituteoftechnologyscienceapindia
VelTech Rangarajan Dr.Sagunthala R&D Institute of Science and Technology;veltechrangarajandrsagunthalardinstituteofsciencetechnology
Sungkyunkwan University - Department of Electrical and Computer Engineering;sungkyunkwanuniversitydepartmentofelectricalcomputerengineering
Tilburg University - Tilburg Institute for Law, Technology, and Society (TILT);tilburguniversitytilburginstituteforlawtechnologysocietytilt
University of Rome Tor Vergata Department of Economics and Finance;universityofrometorvergatadepartmentofeconomicsfinance
Institute for Technology and Society of Rio de Janeiro (ITS Rio);institutefortechnologysocietyofriodejaneiroitsrio
University of Wuerzburg - Chair of Logistics and Quantitative Methods;universityofwuerzburgchairoflogisticsquantitativemethods
School of Mathematical and Physical Sciences, University of Technology Sydney;schoolofmathematicalphysicalsciencesuniversityoftechnologysydney
Institute for Social and Economic Change (ISEC);instituteforsocialeconomicchangeisec
ETH-Zürich - Department of Management Technology and Economics (D-MTEC);ethzrichdepartmentofmanagementtechnologyeconomicsdmtec
Imperial College London, CFM-Imperial Institute of Quantitative Finance, University College London - Financial Computing;imperialcollegelondoncfmimperialinstituteofquantitativefinanceuniversitycollegelondonfinancialcomputing
School of Global Policy and Strategy;schoolofglobalpolicystrategy
University of Passau and Competition;universityofpassaucompetition
City University of New York (CUNY) - Department of Law;cityuniversityofnewyorkcunydepartmentoflaw
Indian Institute of Science Education and Research (IISER) Bhopal - Department of Economic Sciences;indianinstituteofscienceeducationresearchiiserbhopaldepartmentofeconomicsciences
Tongji University - College of Architecture and Urban Planning;tongjiuniversitycollegeofarchitectureurbanplanning
Thai Nguyen University of Agriculture and Forestry;thainguyenuniversityofagricultureforestry
National Institute of Science Education and Research, Bhubaneswar;nationalinstituteofscienceeducationresearchbhubaneswar
North Minzu University;northminzuuniversity
Research Institute for Agricultural Economy and Rural Development;researchinstituteforagriculturaleconomyruraldevelopment
Dayananda Sagar College of Arts, Science and Commerce;dayanandasagarcollegeofartssciencecommerce
The University of Tokyo, Graduate School of Agricultural and Life Sciences, Department of Global Agricultural Sciences;theuniversityoftokyograduateschoolofagriculturallifesciencesdepartmentofglobalagriculturalsciences
Universitas Pertahanan Republik Indonesia;universitaspertahananrepublikindonesia
CHRIST 𨷮med to be University), School of Business and Management;christmedtobeuniversityschoolofbusinessmanagement
Centre for Organization Leadership and Development;centrefororganizationleadershipdevelopment
Indian Institute of Management (IIMB), Bangalore - Department of Economics and Social Sciences;indianinstituteofmanagementiimbbangaloredepartmentofeconomicssocialsciences
University of Texas at El Paso - Department of Economics and Finance;universityoftexasatelpasodepartmentofeconomicsfinance
Assam Institute of Management (AIM) (under Assam Science and Technology University (ASTU));assaminstituteofmanagementaimunderassamsciencetechnologyuniversityastu
Iowa State University - Center for Agriculture and Rural Development (CARD);iowastateuniversitycenterforagricultureruraldevelopmentcard
North-Eastern Hill University;northeasternhilluniversity
Lightway Research;lightwayresearch
Energy and Resources Group, UC Berkeley;energyresourcesgroupucberkeley
Institute of Policy Analysis and Research-Rwanda;instituteofpolicyanalysisresearchrwanda
University of the Philippines, Los Baños - Institute for Governance and Rural Development;universityofthephilippineslosbaosinstituteforgovernanceruraldevelopment
University of North Carolina (UNC) at Chapel Hill - Department of Economics;universityofnorthcarolinauncatchapelhilldepartmentofeconomics
Agency for Science, Technology and Research (A*STAR);agencyforsciencetechnologyresearchastar
University of Kent;universityofkent
Government of the United States of America - Office of Research, Demonstration, and Employment Support;governmentoftheunitedstatesofamericaofficeofresearchdemonstrationemploymentsupport
NHH Norwegian School of Economics - Department of Economics;nhhnorwegianschoolofeconomicsdepartmentofeconomics
Karlsruhe Institute of Technology - Department of Economics and Management;karlsruheinstituteoftechnologydepartmentofeconomicsmanagement
Aalto School of Economics;aaltoschoolofeconomics
Stanford University - Center for the Study of Language and Information;stanforduniversitycenterforthestudyoflanguageinformation
Research and Development Centre, Bharathiar University, Coimbatore, India;researchdevelopmentcentrebharathiaruniversitycoimbatoreindia
Humboldt University of Berlin - Institute for Statistics and Econometrics;humboldtuniversityofberlininstituteforstatisticseconometrics
University of Canterbury - Department of Economics and Finance;universityofcanterburydepartmentofeconomicsfinance
Negotiation and Mediation Clinical Program, New Hampshire Judicial Branch;negotiationmediationclinicalprogramnewhampshirejudicialbranch
Leonid Yuzkov Khmelnytskyi University of Management and Law;leonidyuzkovkhmelnytskyiuniversityofmanagementlaw
Accounting and Finance Department, University of Bristol;accountingfinancedepartmentuniversityofbristol
CNRS - Lille Economics & Managment - UMR 9221;cnrslilleeconomicsmanagmentumr9221
Fujian Agriculture and Forestry University and Fujian Agriculture;fujianagricultureforestryuniversityfujianagriculture
Princeton University - Department of Ecology and Evolutionary Biology;princetonuniversitydepartmentofecologyevolutionarybiology
Macquarie University - Department of Earth and Environmental Sciences;macquarieuniversitydepartmentofearthenvironmentalsciences
Leibniz Institute of Agricultural Development in Central and Eastern Europe (IAMO);leibnizinstituteofagriculturaldevelopmentincentraleasterneuropeiamo
University of Patras - Department of Management Science and Technology;universityofpatrasdepartmentofmanagementsciencetechnology
University of Barcelona - Faculty of Economic Science and Business Studies, Barcelona Institute of Economics (IEB);universityofbarcelonafacultyofeconomicsciencebusinessstudiesbarcelonainstituteofeconomicsieb
Vrije Universiteit Amsterdam - Department of Economics;vrijeuniversiteitamsterdamdepartmentofeconomics
Universidad Adolfo Ibáñez;universidadadolfoibez
Georgia Institute of Technology;georgiainstituteoftechnology
New York University (NYU) - Robert F. Wagner Graduate School of Public Service;newyorkuniversitynyurobertfwagnergraduateschoolofpublicservice
Institute of Agricultural Development in Central and Eastern Europe (IAMO);instituteofagriculturaldevelopmentincentraleasterneuropeiamo
Institute for Economics and forecasting of the National Academy of science of Ukraine, Kiev;instituteforeconomicsforecastingofthenationalacademyofscienceofukrainekiev
Cato Institute - Center for Global Liberty and Prosperity;catoinstitutecenterforgloballibertyprosperity
Chongqing University;chongqinguniversity
Russian Academy of National Economy and Public Administration under the President of the Russian Federation (RANEPA) - Research Laboratory of Diagnostics and Evaluation of the Heads of the VSHU;russianacademyofnationaleconomypublicadministrationunderthepresidentoftherussianfederationraneparesearchlaboratoryofdiagnosticsevaluationoftheheadsofthevshu
University of Indonesia - Center of Islamic Economics and Business, Faculty of Economics and Business (PEBS-FEUI);universityofindonesiacenterofislamiceconomicsbusinessfacultyofeconomicsbusinesspebsfeui
Indian Institute of Management Ahmedabad - Indian Institute of Management - Finance & Accounting Area;indianinstituteofmanagementahmedabadindianinstituteofmanagementfinanceaccountingarea
Government of the Republic of Rwanda - Ministry of Gender and Family Promotion;governmentoftherepublicofrwandaministryofgenderfamilypromotion
CMR University;cmruniversity
Luiss Guido Carli University - Arcelli Center for Monetary and Financial Studies (CASMEF);luissguidocarliuniversityarcellicenterformonetaryfinancialstudiescasmef
International Centre for Trade and Sustainable Development (ICTSD);internationalcentrefortradesustainabledevelopmentictsd
The University of Agriculture, Peshawer-Pakistan - Institute of Development Studies;theuniversityofagriculturepeshawerpakistaninstituteofdevelopmentstudies
University of Ottawa - Common Law Section, University of Ottawa - Department of Epidemiology and Community Medicine;universityofottawacommonlawsectionuniversityofottawadepartmentofepidemiologycommunitymedicine
Russian Academy of National Economy and Public Administration under the President of the Russian Federation (RANEPA) - North Caucasus Institute;russianacademyofnationaleconomypublicadministrationunderthepresidentoftherussianfederationranepanorthcaucasusinstitute
Ilmenau University of Technology;ilmenauuniversityoftechnology
The University of Hong Kong - Department of Data and Systems Engineering;theuniversityofhongkongdepartmentofdatasystemsengineering
Lancaster University - Lancaster University Management School, affiliation not provided to SSRN;lancasteruniversitylancasteruniversitymanagementschoolaffiliationnotprovidedtossrn
University of Georgia - Terry College of Business;universityofgeorgiaterrycollegeofbusiness
Tel Aviv University - Department of Statistics and Operations Research;telavivuniversitydepartmentofstatisticsoperationsresearch
Chinese Academy of Sciences (CAS) - School of Economics and Management;chineseacademyofsciencescasschoolofeconomicsmanagement
Western Galilee College - Sir Harry Solomon School of Economics and Management;westerngalileecollegesirharrysolomonschoolofeconomicsmanagement
Massachusetts Institute of Technology (MIT) - Institute for Data, Systems, and Society (IDSS);massachusettsinstituteoftechnologymitinstitutefordatasystemssocietyidss
Southwestern University of Finance and Economics (SWUFE) - Statistical School;southwesternuniversityoffinanceeconomicsswufestatisticalschool
University of Pennsylvania, Department of Electrical and Systems Engineering;universityofpennsylvaniadepartmentofelectricalsystemsengineering
Goethe University Frankfurt, Faculty of Economics and Business Administration, Department of Management and Applied Microeconomics;goetheuniversityfrankfurtfacultyofeconomicsbusinessadministrationdepartmentofmanagementappliedmicroeconomics
Department of Mathematics and Statistics, McGill University;departmentofmathematicsstatisticsmcgilluniversity
University of Illinois at Chicago - College of Business Administration;universityofillinoisatchicagocollegeofbusinessadministration
Blockchain Research Center Humboldt-Universität zu Berlin;blockchainresearchcenterhumboldtuniversittzuberlin
University of Southern California - Data Sciences and Operations;universityofsoutherncaliforniadatasciencesoperations
Department of Agricultural and Resource Economics, UC Davis;departmentofagriculturalresourceeconomicsucdavis
National Bank of Slovakia;nationalbankofslovakia
Finnish Institute for Health and Welfare (THL);finnishinstituteforhealthwelfarethl
University of Georgia - School of Public and International Affairs;universityofgeorgiaschoolofpublicinternationalaffairs
National Institute of Educational Planning and Administration (NIEPA);nationalinstituteofeducationalplanningadministrationniepa
Royal Holloway, U of London and Center for Macroeconomics at the London School of Economics and the Canon Institute for Global Studies;royalhollowayuoflondoncenterformacroeconomicsatthelondonschoolofeconomicsthecanoninstituteforglobalstudies
Institute for Philosophy and Sociology at BAS;instituteforphilosophysociologyatbas
National Korea Maritime and Ocean University;nationalkoreamaritimeoceanuniversity
University of North Carolina (UNC) at Asheville - Department of Economics;universityofnorthcarolinauncatashevilledepartmentofeconomics
Northern Negros State College of Science and Technology;northernnegrosstatecollegeofsciencetechnology
Université Paris I Panthéon-Sorbonne;universitparisipanthonsorbonne
International Maize and Wheat Improvement Center, India and International Maize;internationalmaizewheatimprovementcenterindiainternationalmaize
UPF Barcelona School of Management;upfbarcelonaschoolofmanagement
Deakin University;deakinuniversity
LUISS Guido Carli, LUISS;luissguidocarliluiss
Agricultural Economics and Rural Policy Group, Wageningen University;agriculturaleconomicsruralpolicygroupwageningenuniversity
St. Clement of Ohrid University of Bitola - Faculty of Security and Ss. Cyril;stclementofohriduniversityofbitolafacultyofsecuritysscyril
College of Veterinary Science - Centre for Advanced Studies in Animal Genetics and Breeding;collegeofveterinarysciencecentreforadvancedstudiesinanimalgeneticsbreeding
University of California, Berkeley - Fisher Center for Real Estate and Urban Economics;universityofcaliforniaberkeleyfishercenterforrealestateurbaneconomics
Center for Research in Equitable and Open Scholarship, MIT;centerforresearchinequitableopenscholarshipmit
Sam Higginbottom University of Agriculture, Technology and Sciences (SHUATS) - Naini Agricultural Institute;samhigginbottomuniversityofagriculturetechnologysciencesshuatsnainiagriculturalinstitute
University of Cambridge - Faculty of Economics and Politics;universityofcambridgefacultyofeconomicspolitics
Erasmus University Rotterdam (EUR) - Erasmus School of Economics (ESE);erasmusuniversityrotterdameurerasmusschoolofeconomicsese
The Centre for Planning and Economic Research (KEPE);thecentreforplanningeconomicresearchkepe
National University of Science and Technology;nationaluniversityofsciencetechnology
Pai Chai University - Department of Gerontal Health and Welfare and Eastern Kentucky University - Department of Health Promotion;paichaiuniversitydepartmentofgerontalhealthwelfareeasternkentuckyuniversitydepartmentofhealthpromotion
Institute for Social and Economic Research;instituteforsocialeconomicresearch
King's University (Nigeria);kingsuniversitynigeria
Australian National University (ANU), College of Arts and Social Sciences  Australian National University (ANU), College of Arts and Social Sciences;australiannationaluniversityanucollegeofartssocialsciencesaustraliannationaluniversityanucollegeofartssocialsciences
Estonian University of Life Sciences - Institute of Economics and Social Sciences;estonianuniversityoflifesciencesinstituteofeconomicssocialsciences
SCHOOL OF COMMERCE AND MANAGEMENT, IIMT University, school of commerce and management;schoolofcommercemanagementiimtuniversityschoolofcommercemanagement
University of Wyoming - School of Environment & Natural Resources;universityofwyomingschoolofenvironmentnaturalresources
NOVA University Lisbon - CENSE - Center for Environmental and Sustainability Research;novauniversitylisboncensecenterforenvironmentalsustainabilityresearch
Faculty of Economics - Skopje, University of &ldquoSs. Cyril and Methodius&rdquo- Skopje and Ss. Cyril;facultyofeconomicsskopjeuniversityofldquosscyrilmethodiusrdquoskopjesscyril
East-West Center;eastwestcenter
Avinashilingam Institute for Home Science and Higher Education for Women - Department of Commerce;avinashilingaminstituteforhomesciencehighereducationforwomendepartmentofcommerce
Research Institute for Labour and Social Affairs;researchinstituteforlaboursocialaffairs
Karnatak Law Society's Institute of Management Education and Research (KLS IMER);karnataklawsocietysinstituteofmanagementeducationresearchklsimer
University of Rwanda;universityofrwanda
Hassan II University of Casablanca, Morocco, Faculty of Legal, Economic and Social Sciences, Department of Management Science, Students;hassaniiuniversityofcasablancamoroccofacultyoflegaleconomicsocialsciencesdepartmentofmanagementsciencestudents
Kyiv National University of Technologies and Design, Kyiv, Ukraine;kyivnationaluniversityoftechnologiesdesignkyivukraine
European Central Bank (ECB) - Directorate General International and European Relations;europeancentralbankecbdirectorategeneralinternationaleuropeanrelations
Federal Institute of Education, Science and Technology of Amazonas (IFAM/CMDI);federalinstituteofeducationsciencetechnologyofamazonasifamcmdi
University of Isfahan - Faculty of Economics and Administrative Sciences;universityofisfahanfacultyofeconomicsadministrativesciences
Berhampur University;berhampuruniversity
Moscow State University of Railway Engineering (MIIT) - Russian University of Transport (RUT-MIIT), Students;moscowstateuniversityofrailwayengineeringmiitrussianuniversityoftransportrutmiitstudents
UNIVERSITY OF LUCKNOW, LUCKNOW;universityoflucknowlucknow
FTMS College - School of Accounting and Business Management;ftmscollegeschoolofaccountingbusinessmanagement
University of Bologna, Department of Management;universityofbolognadepartmentofmanagement
Department of Public Administration, Faculty of Social and Political Science, Musamus University, Merauke, Indonesia;departmentofpublicadministrationfacultyofsocialpoliticalsciencemusamusuniversitymeraukeindonesia
Luiss Guido Carli - Department of Economics and Finance;luissguidocarlidepartmentofeconomicsfinance
World Bank - Development Data Group (DECDG);worldbankdevelopmentdatagroupdecdg
Maastricht University - Research Centre for Education and the Labour Market (ROA);maastrichtuniversityresearchcentreforeducationthelabourmarketroa
Federal Reserve Bank of St. Louis - Banking Supervision and Regulation;federalreservebankofstlouisbankingsupervisionregulation
Samuel Neaman Institute for Advanced Studies in Science and Technology;samuelneamaninstituteforadvancedstudiesinsciencetechnology
Melbourne Institute of Applied Economic and Social Research;melbourneinstituteofappliedeconomicsocialresearch
CEPS/INSTEAD;cepsinstead
Europe and Central Asia Region, World Bank - Poverty Reduction and Economic Management (PREM);europecentralasiaregionworldbankpovertyreductioneconomicmanagementprem
World Bank - The International Bank for Reconstruction and Development (IBRD);worldbanktheinternationalbankforreconstructiondevelopmentibrd
Eastern Macedonia and Thrace Institute of Technology - Department of Business Administration and Eastern Macedonia;easternmacedoniathraceinstituteoftechnologydepartmentofbusinessadministrationeasternmacedonia
Aarhus University - Department of Economics and Business;aarhusuniversitydepartmentofeconomicsbusiness
East Tennessee State University - College of Business and Technology;easttennesseestateuniversitycollegeofbusinesstechnology
M S RAMAIAH UNIVERSITY OF APPLIED SCIENCES;msramaiahuniversityofappliedsciences
Director and principal consultant Civil and Environmental Engineering, Research and Development;directorprincipalconsultantcivilenvironmentalengineeringresearchdevelopment
Centro Studi Luca d'Agliano (LdA);centrostudilucadaglianolda
Université Paris Ouest - Nanterre, La Défense - EconomiX;universitparisouestnanterreladfenseeconomix
University of Southern California - Information Sciences Institute;universityofsoutherncaliforniainformationsciencesinstitute
Universität Hamburg, Faculty of Business, Economics and Social Sciences;universitthamburgfacultyofbusinesseconomicssocialsciences
Université Libre de Bruxelles (ULB) - Department of Mathematics;universitlibredebruxellesulbdepartmentofmathematics
University of Calabar;universityofcalabar
University of Lincoln;universityoflincoln
University of KwaZulu-Natal - School of Nursing  and Public Health;universityofkwazulunatalschoolofnursingpublichealth
University of the Aegean - Department of Statistics and Actuarial - Financial Mathematics;universityoftheaegeandepartmentofstatisticsactuarialfinancialmathematics
ZEW – Leibniz Centre for European Economic Research - Industrial Economics and International Management Research;zewleibnizcentreforeuropeaneconomicresearchindustrialeconomicsinternationalmanagementresearch
ESSEC Business School;essecbusinessschool
Japan Science and Technology Agency (JST) - CREST;japansciencetechnologyagencyjstcrest
Kyambogo University - Department of Political Science and Public Administration;kyambogouniversitydepartmentofpoliticalsciencepublicadministration
Syracuse University - David B. Falk College of Sport and Human Dynamics;syracuseuniversitydavidbfalkcollegeofsporthumandynamics
KU Leuven - Centre for Legal Theory and Empirical Jurisprudence;kuleuvencentreforlegaltheoryempiricaljurisprudence
Jimma University (JU) - College of Business and Economics;jimmauniversityjucollegeofbusinesseconomics
U.S. Securities and Exchange Commission - Division of Economic and Risk Analysis;ussecuritiesexchangecommissiondivisionofeconomicriskanalysis
Pan-Atlantic University - Lagos Business School;panatlanticuniversitylagosbusinessschool
University of Nottingham, Ningbo - University of Nottingham Ningbo China;universityofnottinghamningbouniversityofnottinghamningbochina
University of East Anglia (UEA);universityofeastangliauea
University of Lethbridge;universityoflethbridge
University of Cambridge - Center for Environment, Energy and Natural Resource Governance ʌ-EENRG);universityofcambridgecenterforenvironmentenergynaturalresourcegovernanceeenrg
The Energy and Resources Institute (TERI);theenergyresourcesinstituteteri
University of Perugia;universityofperugia
University of Vaasa;universityofvaasa
Faculté privée de Management et des Sciences de l'Administration de Sousse (FMSA Sousse);facultprivedemanagementetdessciencesdeladministrationdesoussefmsasousse
Gwangju Institute of Science and Technology, School of Earth Science and Environmental Engineering;gwangjuinstituteofsciencetechnologyschoolofearthscienceenvironmentalengineering
Korea Institute of Energy Technology Evaluation and Planning (KETEP);koreainstituteofenergytechnologyevaluationplanningketep
James Cook University and James Cook University - The Cairns Institute;jamescookuniversityjamescookuniversitythecairnsinstitute
University of Umea - Centre for Environmental and Resource Economics (CERE);universityofumeacentreforenvironmentalresourceeconomicscere
Beijing Institute of Technology - School of Management and Economics;beijinginstituteoftechnologyschoolofmanagementeconomics
Institute for Food and Resource Economics;instituteforfoodresourceeconomics
University of California, Santa Cruz;universityofcaliforniasantacruz
The University of Hong Kong - Faculty of Business and Economics;theuniversityofhongkongfacultyofbusinesseconomics
