raw_name;cleaned_name;ror_name;ror_link;country;ror_status
Monash University - Department of Econometrics & Business Statistics;monashuniversitydepartmentofeconometricsbusinessstatistics;Monash University;https://ror.org/02bfwt286;Australia;matched
Toulouse Business School;toulousebusinessschool;ESE Business School;https://ror.org/050mwrs16;Chile;matched
The Conference Board;theconferenceboard;Conference Board;https://ror.org/04za49532;United States;matched
WHU - Otto Beisheim School of Management;whuottobeisheimschoolofmanagement;WHU Ð Otto Beisheim School of Management;https://ror.org/01yhahq71;Germany;matched
State University of Jakarta - Faculty of Economics;stateuniversityofjakartafacultyofeconomics;State University of Jakarta;https://ror.org/01hgg7b81;Indonesia;matched
Cornerstone Research, Inc.;cornerstoneresearchinc;COCO Research Inc. (Japan);https://ror.org/00j2zd402;Japan;matched
Quinnipiac University;quinnipiacuniversity;Quinnipiac University;https://ror.org/00mpz5a50;United States;matched
City University of New York (CUNY) - Baruch College;cityuniversityofnewyorkcunybaruchcollege;City University of New York;https://ror.org/00453a208;United States;matched
Monash University;monashuniversity;Monash University;https://ror.org/02bfwt286;Australia;matched
ZAO 2K Audit - Business Consulting;zao2kauditbusinessconsulting;Sauf Consulting;https://ror.org/02f73m916;United Kingdom;matched
Universit degli Studi di Udine - Department of Economics;universitdeglistudidiudinedepartmentofeconomics;University of Udine;https://ror.org/05ht0mh31;Italy;matched
worldbank - Policy Research Department;worldbankpolicyresearchdepartment;Iran Meteorological Organization;https://ror.org/05jbsjy59;Iran;matched
Kiel Institute for the World Economy;kielinstitutefortheworldeconomy;Kiel Institute for the World Economy;https://ror.org/032yym934;Germany;matched
Youngstown State University;youngstownstateuniversity;Youngstown State University;https://ror.org/038zf2n28;United States;matched
University of Iowa - Henry B. Tippie College of Business;universityofiowahenrybtippiecollegeofbusiness;University of Iowa;https://ror.org/036jqmy94;United States;matched
Indian Institute of Management Sambalpur, Indian Institute of Management (IIM), Sambalpur;indianinstituteofmanagementsambalpurindianinstituteofmanagementiimsambalpur;Indian Institute of Management Sambalpur;https://ror.org/008ztmr80;India;matched
University of Virginia - Darden Business School;universityofvirginiadardenbusinessschool;University of Virginia;https://ror.org/0153tk833;United States;matched
Fordham University;fordhamuniversity;Fordham University;https://ror.org/03qnxaf80;United States;matched
Texas A&M University;texasamuniversity;Texas A&M University;https://ror.org/01f5ytq51;United States;matched
Federal Reserve Bank of Chicago;federalreservebankofchicago;Federal Reserve Bank of Chicago;https://ror.org/03n7scr80;United States;matched
University of Edinburgh - School of Economics;universityofedinburghschoolofeconomics;University of Edinburgh;https://ror.org/01nrxwf90;United Kingdom;matched
National Graduate Institute for Policy Studies (GRIPS, Tokyo);nationalgraduateinstituteforpolicystudiesgripstokyo;National Graduate Institute for Policy Studies;https://ror.org/03gz5xp73;Japan;matched
georgemasonuniversity;georgemasonuniversity;George Mason University;https://ror.org/02jqj7156;United States;no_match
Aligarh Muslim University (AMU) - Faculty of Law;aligarhmuslimuniversityamufacultyoflaw;Aligarh Muslim University;https://ror.org/03kw9gc02;India;matched
International University of Rabat - Rabat Business School;internationaluniversityofrabatrabatbusinessschool;International University of Rabat;https://ror.org/01t9czq80;Morocco;matched
IE Business School - IE University;iebusinessschoolieuniversity;IE University;https://ror.org/02jjdwm75;Spain;matched
University of Warwick - Department of Economics;universityofwarwickdepartmentofeconomics;University of Warwick;https://ror.org/01a77tt86;United Kingdom;matched
stanforduniversity - Hoover Institution;stanforduniversityhooverinstitution;Hoover Institution;https://ror.org/04ce9mt19;United States;matched
Trakia University;trakiauniversity;Trakia University;https://ror.org/04p2cym91;Bulgaria;matched
RANEPA;ranepa;;;;no_match
russianacademyofnationaleconomypublicadministrationunderthepresidentoftherussianfederationranepamoscowcampus;russianacademyofnationaleconomypublicadministrationunderthepresidentoftherussianfederationranepamoscowcampus;Russian Academy of Arts;https://ror.org/05960ca78;Russia;no_match
Florida State University;floridastateuniversity;Florida State University;https://ror.org/05g3dte14;United States;matched
Finance and;finance;Finance Norway;https://ror.org/05e64ed12;Norway;matched
universityofcambridgejudgebusinessschool;universityofcambridgejudgebusinessschool;University of Cambridge;https://ror.org/013meh722;United Kingdom;no_match
Kwangwoon University;kwangwoonuniversity;Kwangwoon University;https://ror.org/02e9zc863;South Korea;matched
Usmanu Danfodiyo University;usmanudanfodiyouniversity;Usmanu Danfodiyo University;https://ror.org/006er0w72;Nigeria;matched
University of North Carolina at Chapel Hill;universityofnorthcarolinaatchapelhill;University of North Carolina at Chapel Hill;https://ror.org/0130frc33;United States;matched
Carleton University;carletonuniversity;Carleton University;https://ror.org/02qtvee93;Canada;matched
universityofnavarraiesebusinessschool;universityofnavarraiesebusinessschool;Universidad de Navarra;https://ror.org/02rxc7m23;Spain;no_match
Federal Reserve Banks - Federal Reserve Bank of Philadelphia;federalreservebanksfederalreservebankofphiladelphia;Federal Reserve Bank of Philadelphia;https://ror.org/02gsb6172;United States;matched
University of Texas at Arlington;universityoftexasatarlington;The University of Texas at Arlington;https://ror.org/019kgqr73;United States;matched
University of Wisconsin at Madison - Economics;universityofwisconsinatmadisoneconomics;University of Wisconsin Health;https://ror.org/03e3qgk42;United States;matched
University of Antwerp;universityofantwerp;University of Antwerp;https://ror.org/008x57b05;Belgium;matched
University of Florida;universityofflorida;University of Florida;https://ror.org/02y3ad647;United States;matched
University of Sussex;universityofsussex;University of Sussex;https://ror.org/00ayhx656;United Kingdom;matched
GITAM;gitam;;;;no_match
ISCTE-IUL;iscteiul;;;;no_match
universityoftexasataustin;universityoftexasataustin;The University of Texas at Austin;https://ror.org/00hj54h04;United States;no_match
Washington State University, Vancouver;washingtonstateuniversityvancouver;Washington State University;https://ror.org/05dk0ce17;United States;matched
University of Ljubljana - Faculty of Economics;universityofljubljanafacultyofeconomics;University of Ljubljana;https://ror.org/05njb9z20;Slovenia;matched
universitiutaramalaysia, College of Business, School of Accountancy;universitiutaramalaysiacollegeofbusinessschoolofaccountancy;SKANS School of Accountancy;https://ror.org/01z1rpp33;Pakistan;matched
Baylor University;bayloruniversity;Baylor University;https://ror.org/005781934;United States;matched
North Carolina Central University (NCCU);northcarolinacentraluniversitynccu;North Carolina Central University;https://ror.org/051r3tx83;United States;matched
Universite Flix Houphouet Boigny - University of Felix Houphouet Boigny;universiteflixhouphouetboignyuniversityoffelixhouphouetboigny;Universit Flix Houphout-Boigny;https://ror.org/03haqmz43;Ivory Coast;matched
National Taiwan University - Department of Economics;nationaltaiwanuniversitydepartmentofeconomics;National Taiwan University;https://ror.org/05bqach95;Taiwan;matched
Hertie School of Governance;hertieschoolofgovernance;Hertie School;https://ror.org/0473a4773;Germany;matched
universityofnigeriaenugucampus;universityofnigeriaenugucampus;University of Nigeria;https://ror.org/01sn1yx84;Nigeria;no_match
Modibbo Adama University of Technology;modibboadamauniversityoftechnology;Modibbo Adama University of Technology;https://ror.org/015dhe595;Nigeria;matched
IPSAR, University of Edinburgh Business School;ipsaruniversityofedinburghbusinessschool;University of Edinburgh;https://ror.org/01nrxwf90;United Kingdom;matched
MUFG Securities EMEA plc;mufgsecuritiesemeaplc;Dangote Cement;https://ror.org/04kmyv004;Nigeria;matched
londonschoolofeconomics;londonschoolofeconomics;London School of Economics and Political Science;https://ror.org/0090zs177;United Kingdom;no_match
Federal Reserve Banks - Federal Reserve Bank of Minneapolis;federalreservebanksfederalreservebankofminneapolis;Federal Reserve Bank of Minneapolis;https://ror.org/0380n5h16;United States;matched
First Bank of Nigeria;firstbankofnigeria;French Institute for Research in Africa;https://ror.org/04e3cb039;Nigeria;matched
Southampton Business School, University of Southampton;southamptonbusinessschooluniversityofsouthampton;University of Southampton;https://ror.org/01ryk1543;United Kingdom;matched
Booth School of Business, University of Chicago;boothschoolofbusinessuniversityofchicago;University of Chicago;https://ror.org/024mw5h28;United States;matched
Vienna Institute of International Economic Studies (WIIW);viennainstituteofinternationaleconomicstudieswiiw;Vienna Institute for International Economic Studies;https://ror.org/04mybzy26;Austria;matched
deutschebundesbank;deutschebundesbank;Deutsche Bundesbank;https://ror.org/03jvfq589;Germany;no_match
University of Cambridge - Cambridge Judge Business School;universityofcambridgecambridgejudgebusinessschool;University of Cambridge;https://ror.org/013meh722;United Kingdom;matched
koreadevelopmentinstitutekdi;koreadevelopmentinstitutekdi;Korea Development Institute;https://ror.org/02h7vzs32;South Korea;no_match
centralmichiganuniversitydepartmentoffinancelaw;centralmichiganuniversitydepartmentoffinancelaw;Central Michigan University;https://ror.org/02xawj266;United States;no_match
Queensland Univesity of Technology;queenslandunivesityoftechnology;Queensland University of Technology;https://ror.org/03pnv4752;Australia;matched
Niger Delta University (NDU);nigerdeltauniversityndu;Niger Delta University;https://ror.org/03pwcr767;Nigeria;matched
Banque de France, Universit Paris I Panthon-Sorbonne;banquedefranceuniversitparisipanthonsorbonne;Universit Paris 1 Panthon-Sorbonne;https://ror.org/002t25c44;France;matched
University of Akron - Department of Finance, College of Business Administration;universityofakrondepartmentoffinancecollegeofbusinessadministration;University of Business and Technology;https://ror.org/05tcr1n44;Saudi Arabia;matched
Queensland University of Technology;queenslanduniversityoftechnology;Queensland University of Technology;https://ror.org/03pnv4752;Australia;matched
University of Missouri;universityofmissouri;University of Missouri;https://ror.org/02ymw8z06;United States;matched
University of Chicago - Department of Economics;universityofchicagodepartmentofeconomics;University of Chicago;https://ror.org/024mw5h28;United States;matched
University of Freiburg;universityoffreiburg;University of Freiburg;https://ror.org/0245cg223;Germany;matched
HEC Montreal - Institute of Applied Economics;hecmontrealinstituteofappliedeconomics;HEC Montral;https://ror.org/05ww3wq27;Canada;matched
Government of the United States of America - Office of Federal Housing Enterprise Oversight;governmentoftheunitedstatesofamericaofficeoffederalhousingenterpriseoversight;Government of the United States of America;https://ror.org/02rcrvv70;United States;matched
College of Micronesia FSM;collegeofmicronesiafsm;College of Micronesia-FSM;https://ror.org/03bcj4564;Micronesia;matched
University of Northern Iowa;universityofnortherniowa;University of Northern Iowa;https://ror.org/02h4qpx12;United States;matched
University of  Toulouse-Capitole;universityoftoulousecapitole;Universit de Toulouse;https://ror.org/01ahyrz84;France;matched
stanforduniversity, Department of Economics;stanforduniversitydepartmentofeconomics;Ministry of Economics;https://ror.org/00kzfz874;Latvia;matched
Yale School of Management;yaleschoolofmanagement;Almaty Management University;https://ror.org/00rhgqg04;Kazakhstan;matched
Westfaelische Hochschule;westfaelischehochschule;Westflische Hochschule;https://ror.org/04p7ekn23;Germany;matched
Brandeis University;brandeisuniversity;Brandeis University;https://ror.org/05abbep66;United States;matched
Yale University, Law School;yaleuniversitylawschool;Yale University;https://ror.org/03v76x132;United States;matched
ADMAS University Somaliland;admasuniversitysomaliland;Admas University;https://ror.org/0207c0t18;Ethiopia;matched
cornelluniversity ILR School;cornelluniversityilrschool;Ross School;https://ror.org/00tpdkh38;United States;matched
Gonzaga University;gonzagauniversity;Gonzaga University;https://ror.org/03ze70h02;United States;matched
Weizmann Institute of Science;weizmanninstituteofscience;Weizmann Institute of Science;https://ror.org/0316ej306;Israel;matched
universityofsoutherncaliforniasolpriceschoolofpublicpolicy, Students;universityofsoutherncaliforniasolpriceschoolofpublicpolicystudents;Office for Students;https://ror.org/00npz5r87;United Kingdom;matched
Ivy College of Business, Iowa State University;ivycollegeofbusinessiowastateuniversity;Iowa State University;https://ror.org/04rswrd78;United States;matched
Universitat Autonoma de Barcelona;universitatautonomadebarcelona;Universitat Autnoma de Barcelona;https://ror.org/052g8jq94;Spain;matched
University of Memphis;universityofmemphis;University of Memphis;https://ror.org/01cq23130;United States;matched
universityofsandiegoschooloflaw;universityofsandiegoschooloflaw;University of San Diego;https://ror.org/03jbbze48;United States;no_match
universityofillinoisaturbanachampaigndepartmentofeconomics;universityofillinoisaturbanachampaigndepartmentofeconomics;University of Illinois Urbana-Champaign;https://ror.org/047426m28;United States;no_match
Texas A&M University - Department of Economics;texasamuniversitydepartmentofeconomics;Texas A&M University;https://ror.org/01f5ytq51;United States;matched
University of Windsor, Odette School of Business;universityofwindsorodetteschoolofbusiness;University of Windsor;https://ror.org/01gw3d370;Canada;matched
The University of Nottingham;theuniversityofnottingham;University of Nottingham;https://ror.org/01ee9ar58;United Kingdom;matched
BI Norwegian Business School;binorwegianbusinessschool;BI Norwegian Business School;https://ror.org/03ez40v33;Norway;matched
georgemasonuniversity - Buchanan Center Political Economy;georgemasonuniversitybuchanancenterpoliticaleconomy;Center Point;https://ror.org/002eet613;United States;matched
Universidad del CEMA;universidaddelcema;University of Cauca;https://ror.org/04fybn584;Colombia;matched
USC Gould School of Law;uscgouldschooloflaw;CUNY School of Law;https://ror.org/00jtran50;United States;matched
Saint Lawrence University;saintlawrenceuniversity;Lawrence University;https://ror.org/005w9jb47;United States;matched
University of Bergen - Department of Economics;universityofbergendepartmentofeconomics;University of Bergen;https://ror.org/03zga2b32;Norway;matched
Brown University;brownuniversity;Brown University;https://ror.org/05gq02987;United States;matched
University of Caen Normandy;universityofcaennormandy;Universit de Caen Normandie;https://ror.org/051kpcy16;France;matched
Swiss National Bank;swissnationalbank;Swiss National Bank;https://ror.org/031x4qe27;Switzerland;matched
Harvard University, Harvard Law School;harvarduniversityharvardlawschool;Harvard University;https://ror.org/03vek6s52;United States;matched
Institute for Structural Research (IBS);instituteforstructuralresearchibs;Institute for Structural Research;https://ror.org/03m3g5338;Poland;matched
New York University (NYU) - Courant Institute of Mathematical Sciences;newyorkuniversitynyucourantinstituteofmathematicalsciences;Courant Institute of Mathematical Sciences;https://ror.org/037tm7f56;United States;matched
University of Quebec at Montreal (UQAM);universityofquebecatmontrealuqam;Universit du Qubec  Montral;https://ror.org/002rjbv21;Canada;matched
University College London;universitycollegelondon;University College London;https://ror.org/02jx3x895;United Kingdom;matched
University of Maryland Global Campus;universityofmarylandglobalcampus;University of Maryland Global Campus;https://ror.org/01w1pbe36;United States;matched
Moody's Analytics;moodysanalytics;Future Analytics;https://ror.org/05nym7d38;Ireland;matched
Faculty of Engineering, University of Indonesia;facultyofengineeringuniversityofindonesia;University of Indonesia;https://ror.org/0116zj450;Indonesia;matched
massachusettsinstituteoftechnologymitdepartmentofeconomics;massachusettsinstituteoftechnologymitdepartmentofeconomics;Massachusetts Institute of Technology;https://ror.org/042nb2s44;United States;no_match
Ohio State University (OSU), John Glenn College of Public Affairs;ohiostateuniversityosujohnglenncollegeofpublicaffairs;The Ohio State University;https://ror.org/00rs6vg23;United States;matched
Yale University - Law School;yaleuniversitylawschool;Yale University;https://ror.org/03v76x132;United States;matched
Tuck School of Business;tuckschoolofbusiness;One School of Business;https://ror.org/05rgttv76;India;matched
Virginia Commonwealth University - School of Business - Department of Economics;virginiacommonwealthuniversityschoolofbusinessdepartmentofeconomics;Virginia Commonwealth University;https://ror.org/02nkdxk79;United States;matched
Center for Health Services Research, Larner College of Medicine, University of Vermont;centerforhealthservicesresearchlarnercollegeofmedicineuniversityofvermont;University of Vermont;https://ror.org/0155zta11;United States;matched
James Madison University- Department of Economics;jamesmadisonuniversitydepartmentofeconomics;James Madison University;https://ror.org/028pmsz77;United States;matched
ramkhamhaenguniversityinstituteofinternationalstudies;ramkhamhaenguniversityinstituteofinternationalstudies;Institute of International Studies;https://ror.org/01rq3ht76;United States;no_match
American University - School of Public Affairs;americanuniversityschoolofpublicaffairs;American University;https://ror.org/052w4zt36;United States;matched
East Texas Baptist University;easttexasbaptistuniversity;East Texas Baptist University;https://ror.org/02cwbgy35;United States;matched
Indiana University Bloomington - Department of Economics;indianauniversitybloomingtondepartmentofeconomics;Indiana University Bloomington;https://ror.org/02k40bc56;United States;matched
Drexel University;drexeluniversity;Drexel University;https://ror.org/04bdffz58;United States;matched
University of California, Los Angeles (UCLA) - Marketing Area;universityofcalifornialosangelesuclamarketingarea;University of California, Los Angeles;https://ror.org/046rm7j60;United States;matched
UNC Charlotte;unccharlotte;Charlotte School of Law;https://ror.org/00e0p8s95;United States;matched
Jagiellonian University in Krakow;jagiellonianuniversityinkrakow;Jagiellonian University;https://ror.org/03bqmcz70;Poland;matched
University of Cambridge, Department of Land Economy;universityofcambridgedepartmentoflandeconomy;University of Cambridge;https://ror.org/013meh722;United Kingdom;matched
universityoftexasataustin - Red McCombs School of Business;universityoftexasataustinredmccombsschoolofbusiness;Asia School of Business;https://ror.org/037hqgd69;Malaysia;matched
Georgetown University - McDonough School of Business;georgetownuniversitymcdonoughschoolofbusiness;Georgetown University;https://ror.org/05vzafd60;United States;matched
Poznan University of Economics;poznanuniversityofeconomics;Japan University of Economics;https://ror.org/039k5fe46;Japan;matched
Hilliard & Shadowen LLP;hilliardshadowenllp;Antigen Scientific and Production Enterprise LLP (Kazakhstan);https://ror.org/058kytx66;Kazakhstan;matched
New York University Abu Dhabi;newyorkuniversityabudhabi;New York University Abu Dhabi;https://ror.org/00e5k0821;United Arab Emirates;matched
University of Dubai;universityofdubai;University of Dubai;https://ror.org/05h0z7c09;United Arab Emirates;matched
University of Dubai - Dubai Business School;universityofdubaidubaibusinessschool;University of Dubai;https://ror.org/05h0z7c09;United Arab Emirates;matched
AlphaBeta;alphabeta;;;;no_match
dukeuniversity School of Law;dukeuniversityschooloflaw;CUNY School of Law;https://ror.org/00jtran50;United States;matched
Ain Shams University, Faculty of Commerce;ainshamsuniversityfacultyofcommerce;Ain Shams University;https://ror.org/00cb9w016;Egypt;matched
Ballard Spahr LLP;ballardspahrllp;Antigen Scientific and Production Enterprise LLP (Kazakhstan);https://ror.org/058kytx66;Kazakhstan;matched
University of Oregon - Department of Economics;universityoforegondepartmentofeconomics;University of Oregon;https://ror.org/0293rh119;United States;matched
Southern Oregon University;southernoregonuniversity;Southern Oregon University;https://ror.org/010kva064;United States;matched
University of Rhode Island;universityofrhodeisland;University of Rhode Island;https://ror.org/013ckk937;United States;matched
Lingnan University - Department of Economics;lingnanuniversitydepartmentofeconomics;Lingnan University;https://ror.org/0563pg902;Hong Kong;matched
Ohio University;ohiouniversity;Ohio University;https://ror.org/01jr3y717;United States;matched
State University of New York at Buffalo - Department of Economics;stateuniversityofnewyorkatbuffalodepartmentofeconomics;State University of New York;https://ror.org/01q1z8k08;United States;matched
Harvard University;harvarduniversity;Harvard University;https://ror.org/03vek6s52;United States;matched
West Virginia University - College of Business & Economics;westvirginiauniversitycollegeofbusinesseconomics;West Virginia University;https://ror.org/011vxgd24;United States;matched
Huntsman School of Business;huntsmanschoolofbusiness;One School of Business;https://ror.org/05rgttv76;India;matched
Xavier University;xavieruniversity;Xavier University;https://ror.org/00f266q65;United States;matched
The Education University of Hong Kong;theeducationuniversityofhongkong;Education University of Hong Kong;https://ror.org/000t0f062;Hong Kong;matched
Indiana University Maurer School of Law;indianauniversitymaurerschooloflaw;Indiana University;https://ror.org/01kg8sb98;United States;matched
St. Jerome&rsquos University;stjeromersquosuniversity;St. Joseph Hospital;https://ror.org/05bfknj54;United States;matched
International Islamic University of Malaysia (IIUM);internationalislamicuniversityofmalaysiaiium;Islamic University;https://ror.org/04j1w0q97;Bangladesh;matched
Universidad de Alicante - Fundamentos del Anlisis Econmico (FAE);universidaddealicantefundamentosdelanlisiseconmicofae;University of Alicante;https://ror.org/05t8bcz72;Spain;matched
fudanuniversity;fudanuniversity;Fudan University;https://ror.org/013q1eq08;China;no_match
afebabalolauniversity;afebabalolauniversity;Afe Babalola University;https://ror.org/03rsm0k65;Nigeria;no_match
karachiuniversitybusinessschoolstudents;karachiuniversitybusinessschoolstudents;Brest Business School;https://ror.org/02wtzn374;France;no_match
pennwhartonbudgetmodel;pennwhartonbudgetmodel;Penn Center for AIDS Research;https://ror.org/047939x15;United States;no_match
universityofminnesotaduluth;universityofminnesotaduluth;University of Minnesota;https://ror.org/017zqws13;United States;no_match
shandonguniversityschoolofeconomics;shandonguniversityschoolofeconomics;Shandong University;https://ror.org/0207yh398;China;no_match
westernkentuckyuniversity;westernkentuckyuniversity;Western Kentucky University;https://ror.org/0446vnd56;United States;no_match
sokoineuniversityofagriculture;sokoineuniversityofagriculture;Sokoine University of Agriculture;https://ror.org/00jdryp44;Tanzania;no_match
stjosephscollegeutonomousdevagiri;stjosephscollegeutonomousdevagiri;St. Joseph Hospital;https://ror.org/05bfknj54;United States;no_match
universityofibadanibadannigeria;universityofibadanibadannigeria;University of Ibadan;https://ror.org/03wx2rr30;Nigeria;no_match
lokswasthyasewatrust;lokswasthyasewatrust;Newark Trust for Education;https://ror.org/01t03c617;United States;no_match
universityofberncentrefordevelopment;universityofberncentrefordevelopment;University of Bern;https://ror.org/02k7v4d05;Switzerland;no_match
centreforthestudyofsocialinclusionuniversityofmysorekarnataka;centreforthestudyofsocialinclusionuniversityofmysorekarnataka;University of Mysore;https://ror.org/012bxv356;India;no_match
universityofilorin;universityofilorin;University of Ilorin;https://ror.org/032kdwk38;Nigeria;no_match
kyotouniversity;kyotouniversity;Kyoto University;https://ror.org/02kpeqv85;Japan;no_match
instituteofeconomicgrowthieg;instituteofeconomicgrowthieg;Institute of Economic Growth;https://ror.org/00ycj0006;India;no_match
universityoftoledo;universityoftoledo;University of Toledo;https://ror.org/01pbdzh19;United States;no_match
terischoolofadvancedstudies;terischoolofadvancedstudies;School of Advanced Study;https://ror.org/039594g80;United Kingdom;no_match
srilankainstituteofinformationtechnology;srilankainstituteofinformationtechnology;Sri Lanka Institute of Information Technology;https://ror.org/00fhk4582;Sri Lanka;error: 429 Client Error:  for url: https://api.ror.org/v2/organizations?affiliation=srilankainstituteofinformationtechnology&single_search
pennsylvaniastateuniversitypennstate;pennsylvaniastateuniversitypennstate;Pennsylvania State University;https://ror.org/04p491231;United States;no_match
americanuniversityschoolofinternationalservice;americanuniversityschoolofinternationalservice;American University;https://ror.org/052w4zt36;United States;no_match
doonbusinessschool;doonbusinessschool;London Business School;https://ror.org/001c2sn75;United Kingdom;no_match
universityofthephilippineslosbaosuniversityofthephilippineslosbanos;universityofthephilippineslosbaosuniversityofthephilippineslosbanos;University of the Philippines Los Baos;https://ror.org/030s54078;Philippines;no_match
southwestuniversity;southwestuniversity;Southwest University;https://ror.org/01kj4z117;China;no_match
universityoftoulousecapitoletoulouseschoolofeconomics;universityoftoulousecapitoletoulouseschoolofeconomics;Toulouse School of Economics;https://ror.org/00ff5f522;France;no_match
jntuhyderabad500085;jntuhyderabad500085;Indian Institute of Technology Hyderabad;https://ror.org/01j4v3x97;India;no_match
voronezhstatetechnicaluniversity;voronezhstatetechnicaluniversity;Voronezh State Technical University;https://ror.org/01m20f643;Russia;no_match
departmentofbusinessadministrationuniversitaspadjadjaranindonesia;departmentofbusinessadministrationuniversitaspadjadjaranindonesia;Padjadjaran University;https://ror.org/00xqf8t64;Indonesia;no_match
unitednationsunitednationsuniversityunu;unitednationsunitednationsuniversityunu;United Nations University;https://ror.org/040aqvh16;Germany;no_match
bostoninternationalcollege;bostoninternationalcollege;Boston International College;https://ror.org/04mkb3r04;Nepal;no_match
regiolab;regiolab;K and W Co., Ltd. (Japan);https://ror.org/04emyqb57;Japan;no_match
universityofnebraskalincolncollegeofbusiness;universityofnebraskalincolncollegeofbusiness;University of NebraskaÐLincoln;https://ror.org/043mer456;United States;no_match
bankofitaly;bankofitaly;Bank of Italy;https://ror.org/03v2nbx43;Italy;no_match
chineseacademyofsciencescas;chineseacademyofsciencescas;Chinese Academy of Sciences;https://ror.org/034t30j35;China;no_match
universityofconnecticut;universityofconnecticut;University of Connecticut;https://ror.org/02der9h97;United States;no_match
basaveshwarengineeringcollege;basaveshwarengineeringcollege;SR University;https://ror.org/039t32v17;India;no_match
gettysburgcollegedepartmentofeconomics;gettysburgcollegedepartmentofeconomics;Gettysburg College;https://ror.org/045e26x92;United States;no_match
asianinstituteoftechnologyaitschoolofenvironmentresourcesdevelopment;asianinstituteoftechnologyaitschoolofenvironmentresourcesdevelopment;Ambiente Risorse Sviluppo;https://ror.org/03hmj3984;Italy;no_match
universityofcaliforniaberkeley;universityofcaliforniaberkeley;University of California, Berkeley;https://ror.org/01an7q238;United States;no_match
nationalaerospaceuniversitynamedafternezhukovsky;nationalaerospaceuniversitynamedafternezhukovsky;Korea Aerospace University;https://ror.org/05jmm0651;South Korea;no_match
smartallianceconsultingservicesltd;smartallianceconsultingservicesltd;Digital Research Alliance of Canada;https://ror.org/010r6td27;Canada;no_match
mangaloreuniversity;mangaloreuniversity;Mangalore University;https://ror.org/05fep3933;India;no_match
universityofcaliforniasantabarbaraucsb;universityofcaliforniasantabarbaraucsb;University of California, Santa Barbara;https://ror.org/02t274463;United States;no_match
universityofalberta;universityofalberta;University of Alberta;https://ror.org/0160cpw27;Canada;no_match
humboldtuniversityofberlin;humboldtuniversityofberlin;Freie Universitt Berlin;https://ror.org/046ak2485;Germany;no_match
universityofthepunjabpudepartmentofeconomics;universityofthepunjabpudepartmentofeconomics;University of the Punjab;https://ror.org/011maz450;Pakistan;no_match
sungkyunkwanuniversity;sungkyunkwanuniversity;Sungkyunkwan University;https://ror.org/04q78tk20;South Korea;no_match
departmentofmanagementjamiahamdard;departmentofmanagementjamiahamdard;Jamia Hamdard;https://ror.org/03dwxvb85;India;no_match
universityofwesternmacedonia;universityofwesternmacedonia;University of Western Macedonia;https://ror.org/00a5pe906;Greece;no_match
westvirginiauniversity;westvirginiauniversity;West Virginia University;https://ror.org/011vxgd24;United States;no_match
indiragandhigovernmentpgcollege;indiragandhigovernmentpgcollege;Raghunath Girls' Post Graduate College;https://ror.org/01rgj4f04;India;no_match
swamivivekanandagovtpgcollege;swamivivekanandagovtpgcollege;D.A.V. P.G. College, Lucknow;https://ror.org/00r2mmn80;India;no_match
johnshopkinsuniversity;johnshopkinsuniversity;Johns Hopkins University;https://ror.org/00za53h95;United States;no_match
itforchange;itforchange;IT for Change;https://ror.org/04xxdsr80;India;no_match
facultyofagricultureannamalaiuniversity;facultyofagricultureannamalaiuniversity;Annamalai University;https://ror.org/01x24z140;India;no_match
aligarhmuslimuniversityamu;aligarhmuslimuniversityamu;Aligarh Muslim University;https://ror.org/03kw9gc02;India;no_match
americanacademyofartssciences;americanacademyofartssciences;American Academy of Art;https://ror.org/00vapxw25;United States;no_match
alagappauniversity;alagappauniversity;Alagappa University;https://ror.org/04ec9cc06;India;no_match
universityofburdwanindia;universityofburdwanindia;University of Burdwan;https://ror.org/05cyd8v32;India;no_match
ethiopianeconomicsassociationethiopianeconomicpolicyresearchinstitute;ethiopianeconomicsassociationethiopianeconomicpolicyresearchinstitute;Economic Policy Research Institute;https://ror.org/04n49tc44;South Africa;no_match
sudaneseenvironmentconservationsociety;sudaneseenvironmentconservationsociety;Island Conservation Society;https://ror.org/028xvc953;Seychelles;no_match
hebrewuniversityofjerusalemdepartmentofenvironmentaleconomicsmanagement;hebrewuniversityofjerusalemdepartmentofenvironmentaleconomicsmanagement;Hebrew University of Jerusalem;https://ror.org/03qxff017;Israel;no_match
navrachanauniversity;navrachanauniversity;Navrachana University;https://ror.org/02necmg68;India;no_match
stateagricultureuniversityfrommoldova;stateagricultureuniversityfrommoldova;Sindh Agriculture University;https://ror.org/04s6jxt38;Pakistan;no_match
agriculturalinstituteofsloveniadepartmentofagriculturaleconomics;agriculturalinstituteofsloveniadepartmentofagriculturaleconomics;Agricultural institute of Slovenia;https://ror.org/030dahd49;Slovenia;no_match
universityofrzeszwfacultyofeconomics;universityofrzeszwfacultyofeconomics;University of Rzeszw;https://ror.org/03pfsnq21;Poland;no_match
systemsresearchinstitutepolishacademyofsciences;systemsresearchinstitutepolishacademyofsciences;Polish Academy of Sciences;https://ror.org/01dr6c206;Poland;no_match
poznanuniversityoflifesciences;poznanuniversityoflifesciences;Estonian University of Life Sciences;https://ror.org/00s67c790;Estonia;no_match
instituteforregionaldevelopmenteuracresearch;instituteforregionaldevelopmenteuracresearch;Eurac Research;https://ror.org/01xt1w755;Italy;no_match
