titre;id;abstract_type;publication_status;is_paid;reference;page_count;url;affiliations;is_approved;approved_date;downloads;author_1_id;author_1_last_name;author_1_first_name;author_1_url;author_2_id;author_2_last_name;author_2_first_name;author_2_url;author_3_id;author_3_last_name;author_3_first_name;author_3_url;author_4_id;author_4_last_name;author_4_first_name;author_4_url;paperDate;abstract;lang;lang_prob;lang_abs;lang_prob_abs;lang_match;and_count;author1_affi_raw;author2_affi_raw;author_1_institution;author_1_ror_url;author_1_country;author_1_ror_status;author_1_ror_id;author_2_institution;author_2_ror_url;author_2_country;author_2_ror_status;author_2_ror_id
El Poder De La Universidad En La Administración Pública. La Participación De La Universidad Nacional De Colombia Sede Manizales En La Construcción De Políticas Públicas De La Región (The Power of the University in Public Administration. Participation of National University of Colombia Campus Manizales, in Building Public Policy for the Region);2870425;Accepted Paper Series;UNDER REVIEW;False;SOTAVENTO M.B.A No. 27, Enero-Junio 2016;11;https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2870425;National University of Colombia and National University of Colombia;True;17 Nov 2016;30;2013138;Castano Duque;German;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=2013138;2622556.0;Ramirez Guapacha;Carlos;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=2622556;;;;;;;;;;Spanish Abstract: La presente investigación tiene como objetivo indagar acerca del poder de la Universidad y su aporte en la administración pública a través de la participación en las políticas públicas, se indaga cuál ha sido el papel de la academia en asumir de manera clara y decidida la búsqueda de soluciones a las problemáticas de las comunidades y cómo los programas de extensión han influenciado la acción del Estado para cimentar las bases del desarrollo social. La metodología de la investigación es abordada desde una perspectiva cualitativa de tipo causal, donde se pretende demostrar el aporte y la participación de la Universidad Nacional de Colombia Sede Manizales en la construcción de políticas públicas de su área de influencia geográfica y la articulación con las comunidades inmersas en esos territorios. Todo ello con el fi n de que este caso de estudio sirva de insumo para generar parámetros para la participación de las universidades en la construcción de políticas públicas que contribuyan a solucionar las necesidades e interrogantes de los ciudadanos. English Abstract: The current research aims to investigate the power of the University and its contribution to the public administration through participation in public policy. It examines what has been the role of academia in taking clear and decisive way finding solutions to the problems of communities and how extension programs have influenced the action of the state to lay the foundation of social development. The research methodology is approached from a casual type qualitative perspective, which aims to demonstrate the contribution and participation of the National University of Colombia Campus Manizales in the construction of public policies in its geographical influence area and the coordination with communities immersed in those territories. It is intended that this case study be as an input to generate parameters for the participation of universities in building public policies that contribute to addressing the needs and questions of citizens.;es;0.5825681686401367;es;0.6143772602081299;True;1;National University of Colombia;National University of Colombia;Universidad Nacional de Colombia;https://ror.org/059yx9a68;Colombia;matched;059yx9a68;Universidad Nacional de Colombia;https://ror.org/059yx9a68;Colombia;matched;059yx9a68
The Profile and Functions of Vice-Presidents for Administration of State Universities and Colleges in the Philippines: Basis for Policy Inputs;2863514;Accepted Paper Series;UNDER REVIEW;False;Review of Integrative Business and Economics Research, Vol. 5(4), p. 122-137, 2016;16;https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2863514;Tarlac State University and Tarlac State University;True;03 Nov 2016;133;2616935;Mallari;Myrna;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=2616935;2617341.0;Santiago;Myrel;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=2617341;;;;;;;;;;Education has been regarded as an important mechanism in the development of any country. Educating the citizenry means providing them the opportunity to prepare themselves to be productive and earn a living for themselves and their families. More than this, educated citizenry provides the needed manpower, the technical skills and the knowledge for the country’s economic development. It leads to the productive use of one country’s resources. It is said that education provides students the means for upward mobility and success. It is this reality in life and the important role of education in empowering the citizenry that President Aquino’s five-point agenda include among others, Human Development and Poverty Reduction. One of the strategies implemented to attain the goal of poverty alleviation is strengthening the education sector, more particularly the State Universities and Colleges (SUCs). The SUCs were provided clear mandate of accommodating the poor and deserving students the avenues or access to education. Priority courses were identified that will address the global economy. More importantly, the leadership of SUCs were envisioned to be equipped with leadership and management capabilities along the five-point agenda of the government. Thus, the Executive Development Program for SUCs (EDPS) was formulated in collaboration with the Commission on Higher Education (CHED) and the Development Academy of the Philippines. Said program is pursuant to the Public Higher Education Reform (PHER) Roadmap for 2011-2016. The EDPS aims to equip the Vice-Presidents for Administration of SUCs with leadership and managerial capabilities to face the challenges of running the operations of their respective institutions. The program was part of the Flagship Course on Administrative Service Excellence. All Vice-Presidents of SUCs throughout the country were invited to attend the said program.;en;0.8193007111549377;en;0.9605934619903564;True;1;Tarlac State University;Tarlac State University;Tarlac State University;https://ror.org/01efqy167;Philippines;matched;01efqy167;Tarlac State University;https://ror.org/01efqy167;Philippines;matched;01efqy167
Tax Administration Reform in China: Achievements, Challenges, and Reform Priorities;2844125;Working Paper Series;UNDER REVIEW;False;IMF Working Paper No. 16/68;68;https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2844125;International Monetary Fund (IMF) and Government of the People's Republic of China;True;27 Sep 2016;120;1421822;Brondolo;John David;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=1421822;2600343.0;Zhang;Zhiyong;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=2600343;;;;;;;;;;Tax administration improvements have contributed significantly to a doubling of China's tax-to-GDP ratio and the substantial reduction in taxpayers' compliance costs since the mid-1990s. This paper describes the key features of China's tax administration and their evolution over the last 20 years. It also identifes emerging challenges to the tax system and areas where further tax administration improvements are needed to sustain tax revenue and reduce taxpayers' compliance costs in the future.;en;0.812065839767456;en;0.9666122198104858;True;1;International Monetary Fund (IMF);Government of the People's Republic of China;International Monetary Fund;https://ror.org/05m4rmw09;United States;matched;05m4rmw09;Government of the Republic of China;https://ror.org/05t0w3074;Taiwan;matched;05t0w3074
Continuing Education for Managers as the Basis of Innovation Economy (Experience of the Russian Presidential Academy of National Economy and Public Administration);2819320;Working Paper Series;UNDER REVIEW;False;;13;https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2819320;Russian Academy of National Economy and Public Administration under the President of the Russian Federation (RANEPA) and Russian Academy of National Economy and Public Administration under the President of the Russian Federation (RANEPA);True;23 Sep 2016;42;2261892;Safronova;Natalya;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=2261892;2252237.0;Kosareva;Elena;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=2252237;;;;;;;;;2016-08-06;The experience of establishing a system of continuing education at the Russian Presidential Academy of National Economy and Public Administration to support the institutional reform of the Russian economy was investigated. A review of the scientific research activities carried out by the Academy was provided. The role of the Academy in the formation of the educational space was demonstrated. The practice of creation of education and training cluster within a structural division of the Academy – the Institute of Sectorial Management – was evaluated as an example.;en;0.9054425358772278;en;0.9686310887336732;True;3;;;;;;empty_affiliation;;;;;empty_affiliation;
Optimal Tax Administration;2810918;Working Paper Series;UNDER REVIEW;False;NBER Working Paper No. w22408;26;https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2810918;International Monetary Fund (IMF) - Fiscal Affairs Department and University of Michigan, Stephen M. Ross School of Business;True;18 Jul 2016;52;88164;Keen;Michael;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=88164;30516.0;Slemrod;Joel B.;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=30516;;;;;;;;;;This paper sets out a framework for analyzing optimal interventions by a tax administration, one that parallels and can be closely integrated with established frameworks for thinking about optimal tax policy. At its heart is a summary measure of the impact of administrative interventions—the “enforcement elasticity of tax revenue”—that is a sufficient statistic for the behavioral response to such interventions, much as the elasticity of taxable income serves as a sufficient statistic for the response to tax rates. Amongst the applications are characterizations of the optimal balance between policy and administrative measures, and of the optimal compliance gap.;en;0.7405343651771545;en;0.9489955306053162;True;1;International Monetary Fund (IMF) - Fiscal Affairs Department;University of Michigan, Stephen M. Ross School of Business;International Monetary Fund;https://ror.org/05m4rmw09;United States;matched;05m4rmw09;University of Michigan;https://ror.org/00jmfr291;United States;matched;00jmfr291
Optimal Tax Administration;2802213;Working Paper Series;UNDER REVIEW;False;;0;https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2802213;International Monetary Fund (IMF) - Fiscal Affairs Department and University of Michigan, Stephen M. Ross School of Business;True;30 Jun 2016;0;88164;Keen;Michael;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=88164;30516.0;Slemrod;Joel B.;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=30516;;;;;;;;;2016-06-29;This paper sets out a framework for analyzing optimal interventions by a tax administration, one that parallels and can be closely integrated with established frameworks for thinking about optimal tax policy. At its heart is a summary measure of the impact of administrative interventions — the “enforcement elasticity of tax revenue” — that is a sufficient statistic for the behavioral response to such interventions, much as the elasticity of taxable income serves as a sufficient statistic for the response to tax rates. Amongst the applications are characterizations of the optimal balance between policy and administrative measures, and of the optimal compliance gap.;en;0.7405343651771545;en;0.9461406469345092;True;1;International Monetary Fund (IMF) - Fiscal Affairs Department;University of Michigan, Stephen M. Ross School of Business;International Monetary Fund;https://ror.org/05m4rmw09;United States;matched;05m4rmw09;University of Michigan;https://ror.org/00jmfr291;United States;matched;00jmfr291
Social Exclusion and Land Administration in Orissa, India;636207;Working Paper Series;UNDER REVIEW;False;;83;https://papers.ssrn.com/sol3/papers.cfm?abstract_id=636207;World Bank and World Bank;True;20 Apr 2016;221;433371;Mearns;Robin;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=433371;433370.0;Sinha;Saurabh;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=433370;;;;;;;;;;Which factors prevent the rural poor and other socially excluded groups from having access to land in Orissa, India?The authors report on the first empirical study of its kind to examine - from the perspective of transaction costs--factors that constrain access to land for the rural poor and other socially excluded groups in India. They find that:-Land reform has reduced large landholdings since the 1950s. Medium size farms have gained most. Formidable obstacles still prevent the poor from gaining access to land.-The complexity of land revenue administration in Orissa is partly the legacy of distinctly different systems, which produced more or less complete and accurate land records. These not-so-distant historical records can be important in resolving contemporary land disputes.-Orissa tried legally to abolish land-leasing. Concealed tenancy persisted, with tenants having little protection under the law.-Women's access to and control over land, and their bargaining power with their husbands about land, may be enhanced through joint land titling, a principle yet to be realized in Orissa.-Land administration is viewed as a burden on the state rather than a service, and land records and registration systems are not coordinated. Doing so will improve rights for the poor and reduce transaction costs - but only if the system is transparent and the powerful do not retain the leverage over settlement officers that has allowed land grabs.Land in Orissa may be purchased, inherited, rented (leased), or - in the case of public land and the commons - encroached upon. Each type of transaction - and the State's response, through land law and administration - has implications for poor people`s access to land. The authors find that:-Land markets are thin and transaction costs are high, limiting the amount of agricultural land that changes hands.-The fragmentation of landholdings into tiny, scattered plots is a brake on agricultural productivity, but efforts to consolidate land may discriminate against the rural poor. Reducing transaction costs in land markets will help.-Protecting the rural poor's rights of access to common land requires raising public awareness and access to information.-Liberalizing land-lease markets for the rural poor will help, but only if the poor are ensured access to institutional credit.This paper - a product of the Rural Development Sector Unit, South Asia Region - is part of a larger effort in the region to promote access to land and to foster more demand-driven and socially inclusive institutions in rural development. Robin Mearns may be contacted at rmearns@worldbank.org.;en;0.5299710035324097;en;0.9321272373199464;True;1;World Bank;World Bank;World Bank;https://ror.org/00ae7jd04;United States;matched;00ae7jd04;World Bank;https://ror.org/00ae7jd04;United States;matched;00ae7jd04
Expertise as Justification: The Contested Legitimation of the EU &lsquoRisk Administration&rsquo;2760791;Accepted Paper Series;UNDER REVIEW;False;M. Weimer and A. De Ruijter (eds), Regulating Risks in the European Union – The Co-Production of Expert and Executive Power, Hart Publishing, Forthcoming Amsterdam Centre for European Law and Governance Research Paper No. 2016-02 Postnational Rulemaking Working Paper No. 2016-06 Amsterdam Law School Research Paper No. 2016-19;34;https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2760791;Amsterdam Centre for European Law and Governance, University of Amsterdam and Cardiff University - Cardiff Law School;True;10 Apr 2016;294;1315485;Weimer;Maria;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=1315485;2538264.0;Pisani;Gaia;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=2538264;;;;;;;;;2016-04-08;The legitimate role of scientific expertise in EU public decision-making on risk and technology has been subject to a fierce discussion over the last two decades. The main paradox identified is that despite the acknowledgement that its legitimating resources are limited amidst the politics of risk, EU decision-makers continue to invoke science as the main source of justification for regulatory decisions on risk. This paper contributes to unpacking this paradox by discussing the role of science in EU risk regulation from the perspective of administrative legitimation. It shows that key notions, such as science, risk and uncertainty, are significantly shaped within the legal-administrative discourse on the legitimate role of the EU public administration within the EU legal and political system. The paper analyses decisions of the Commission, a EU agency and the EU general court in the highly controversial field of administrative authorisation of Genetically Modified Organisms. In these decisions it traces back two competing models of administrative legitimation, the control and the deliberative model, each entailing different understandings of the role of science in administration. The paper suggests that these models should be understood as two contrast points the tension between which fosters the search for an adequate concept of administrative legitimation of the EU risk administration.;en;0.7766228318214417;en;0.9201720356941224;True;2;;;;;;empty_affiliation;;;;;empty_affiliation;
Big Data Analytics: The Case of Social Security Administration;2757871;Accepted Paper Series;UNDER REVIEW;False;Information Policy, Vol. 19, pp. 165-178, 2014;17;https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2757871;Arizona State University and University of Illinois at Chicago - Department of Information and Decision Sciences;True;03 Apr 2016;310;2533564;Krishnamurthy;Rashmi;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=2533564;349123.0;Desouza;Kevin C.;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=349123;;;;;;;;;2014-05-17;Public agencies are investing significant resources in big data analytics to mine valuable information, predict future outcomes, and make data-driven decisions. In order to foster a strong understanding of the opportunities and challenges associated with the adoption of big data analytics in the public sphere, we analyze various efforts undertaken by the United States Social Security Administration (SSA). The SSA, which is commonly referred to as the ‘face of the government,’ collects, manages, and curates large volumes of data to provide social security services to US citizens and beneficiaries living abroad. The agency has made great strides in the burgeoning big data space to improve administration and delivery of services. This has included: (1) improving their arcane legacy system, (2) developing employee and end-user capability, (3) implementing data management strategies and organizational architecture, (4) managing security and privacy issues, and (5) advocating for increased investment in big data analytics. Despite these efforts, the SSA is still in the early stages of developing capability in the domain of big data analytics. By outlining challenges and opportunities faced the SSA, we discuss policy implications and explore issues to consider when public agencies begin to develop the capacity to analyze big data.;en;0.6585484743118286;en;0.9250467419624328;True;2;;;;;;empty_affiliation;;;;;empty_affiliation;
Agencification of the European Union Administration: Connecting the Dots;2754716;Working Paper Series;UNDER REVIEW;False;TARN Working Paper No. 1/2016;20;https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2754716;University of Oslo - Department of Political Science and University of Agder - School of Management;True;01 Apr 2016;944;1217549;Egeberg;Morten;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=1217549;328126.0;Trondal;Jarle;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=328126;;;;;;;;;2016-03-01;This review paper, with a clear political science and public administration bias, takes stock of the existing literature on EU agencies and suggests a future research agenda in this area. We review studies on EU agencies’ organization, tasks, proliferation and location in the political-administrative space. Whether the advent of EU agencies tends to underpin a basically intergovernmental, transnational or supranational order is a major topic with potentially huge consequences for the distribution of power across levels of government, for the degree of policy uniformity and pooling of administrative resources across countries, for the role of genuinely European perspectives in the policy process, and for accountability relations. Although the jury is still partly out on most topics, we see the contours of a more direct multilevel administration, meaning that EU agencies not only constitute nodes within transnational agency networks, but in addition, in governance terms, relate more closely to the European Commission than to any other institution or actor.;en;0.806402862071991;en;0.9055039286613464;True;1;University of Oslo - Department of Political Science;University of Agder - School of Management;University of Oslo;https://ror.org/01xtthb56;Norway;matched;01xtthb56;University of Agder;https://ror.org/03x297z98;Norway;matched;03x297z98
Country Image and Expectations Toward International Programs in Business Administration Among Thai Students;2728255;Accepted Paper Series;UNDER REVIEW;False;Journal of Marketing for Higher Education 11(2): 61-89;30;https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2728255;Bangkok University and CMMU College of Management Mahidol University;True;05 Feb 2016;1;2425775;Pinkaeo;Krairoek;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=2425775;2125475.0;Speece;Mark;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=2125475;;;;;;;;;;Educational services are becoming increasingly internationalized, but little research has been done on country of origin effects on student expectations toward such services. This study investigates country image associated with service expectations toward international programs in business administration across service brand, country of curriculum design, and country of instructor. Three service descriptors (quality, reliability, pride of buying) are used to measure student expectations. Also, the price-quality relationship is demonstrated  country image affects prices students expect to pay. For BBA international programs, Thai students perceive a hierarchy on each of the three dimensions similar to that demonstrated for many products. Developed countries elicit the highest quality expectation, followed by Newly Industrializing Countries (NICs), and then by developing countries. Thailand itself, however, scores higher than might be expected, demonstrating consumer ethnocentrism. Price expectations follow expectations on service dimensions. BBA international programs from countries which score higher are expected to cost more.;en;0.7472641468048096;en;0.937166154384613;True;1;Bangkok University;CMMU College of Management Mahidol University;Bangkok University;https://ror.org/002qeva03;Thailand;matched;002qeva03;Mahidol University;https://ror.org/01znkr924;Thailand;matched;01znkr924
